src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,0
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,1
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,2
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22298.0,3
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,6
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22436.0,8
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,9
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,11
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,12
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,13
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,14
211.77.55.108,192.168.167.254,443,50232,TCP,4266,4200,121,A,16.0,882.0,15
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22291.0,16
211.77.55.108,192.168.167.254,443,50232,TCP,1466,1400,121,PA,24.0,882.0,19
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,20
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,21
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22429.0,22
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,23
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,24
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,25
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,26
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,27
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,28
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,29
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,30
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,31
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,32
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,33
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,A,16.0,882.0,34
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22098.0,35
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,36
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,A,16.0,882.0,37
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22450.0,38
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22464.0,39
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,40
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22464.0,41
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,42
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,43
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,44
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,A,16.0,882.0,45
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22368.0,46
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,47
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,48
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,49
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22450.0,50
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,51
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,52
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,53
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22326.0,54
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,55
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,56
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22436.0,57
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,58
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,59
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,60
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,61
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,A,16.0,882.0,62
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22284.0,63
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,64
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,65
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,66
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22450.0,67
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,68
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,69
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,70
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,71
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,72
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,73
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,74
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,75
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22188.0,76
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,77
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,78
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22436.0,79
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,80
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,81
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,82
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,83
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,A,16.0,882.0,84
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22298.0,85
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,86
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,87
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,88
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22450.0,89
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,90
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,91
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,92
211.77.55.108,192.168.167.254,443,50232,TCP,468,402,121,PA,24.0,882.0,93
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22305.0,94
192.168.167.254,211.77.55.108,50232,443,TCP,2866,2800,64,PA,24.0,22464.0,95
192.168.167.254,211.77.55.108,50232,443,TCP,767,701,64,PA,24.0,22464.0,96
211.77.55.108,192.168.167.254,443,50232,TCP,66,0,121,A,16.0,873.0,97
211.77.55.108,192.168.167.254,443,50232,TCP,66,0,121,A,16.0,871.0,100
211.77.55.108,192.168.167.254,443,50232,TCP,1544,1478,121,PA,24.0,882.0,104
211.77.55.108,192.168.167.254,443,50232,TCP,93,27,121,PA,24.0,882.0,105
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22453.0,106
192.168.167.254,211.77.55.108,50232,443,TCP,2866,2800,64,PA,24.0,22464.0,111
192.168.167.254,211.77.55.108,50232,443,TCP,767,701,64,PA,24.0,22464.0,112
211.77.55.108,192.168.167.254,443,50232,TCP,66,0,121,A,16.0,877.0,115
211.77.55.108,192.168.167.254,443,50232,TCP,66,0,121,A,16.0,873.0,116
211.77.55.108,192.168.167.254,443,50232,TCP,66,0,121,A,16.0,877.0,117
211.77.55.108,192.168.167.254,443,50232,TCP,1541,1475,121,PA,24.0,882.0,118
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,119
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,120
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22398.0,121
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,122
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,123
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22436.0,124
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22409.0,125
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,A,16.0,882.0,126
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22450.0,127
211.77.55.108,192.168.167.254,443,50232,TCP,2866,2800,121,PA,24.0,882.0,128
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,129
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,130
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22450.0,131
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22395.0,132
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,133
211.77.55.108,192.168.167.254,443,50232,TCP,5666,5600,121,PA,24.0,882.0,134
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22436.0,135
211.77.55.108,192.168.167.254,443,50232,TCP,1466,1400,121,A,16.0,882.0,136
192.168.167.254,211.77.55.108,50232,443,TCP,66,0,64,A,16.0,22402.0,137
