src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index
192.168.167.52,192.168.167.254,10931,80,TCP,60,0,64,S,2,512,0
192.168.167.254,192.168.167.52,80,10924,TCP,54,0,64,RA,20,0,1
192.168.167.254,192.168.167.52,80,10925,TCP,54,0,64,RA,20,0,2
192.168.167.254,192.168.167.52,80,10926,TCP,54,0,64,RA,20,0,3
192.168.167.254,192.168.167.52,80,10927,TCP,54,0,64,RA,20,0,4
192.168.167.254,192.168.167.52,80,10928,TCP,54,0,64,RA,20,0,5
192.168.167.254,192.168.167.52,80,10929,TCP,54,0,64,RA,20,0,6
192.168.167.254,192.168.167.52,80,10930,TCP,54,0,64,RA,20,0,7
192.168.167.254,192.168.167.52,80,10931,TCP,54,0,64,RA,20,0,8
192.168.167.52,192.168.167.254,10932,80,TCP,60,0,64,S,2,512,9
192.168.167.52,192.168.167.254,10933,80,TCP,60,0,64,S,2,512,10
192.168.167.52,192.168.167.254,10934,80,TCP,60,0,64,S,2,512,11
192.168.167.52,192.168.167.254,10935,80,TCP,60,0,64,S,2,512,12
192.168.167.52,192.168.167.254,10936,80,TCP,60,0,64,S,2,512,13
192.168.167.52,192.168.167.254,10937,80,TCP,60,0,64,S,2,512,14
192.168.167.52,192.168.167.254,10938,80,TCP,60,0,64,S,2,512,15
192.168.167.52,192.168.167.254,10939,80,TCP,60,0,64,S,2,512,16
192.168.167.254,192.168.167.52,80,10932,TCP,54,0,64,RA,20,0,17
192.168.167.254,192.168.167.52,80,10933,TCP,54,0,64,RA,20,0,18
192.168.167.254,192.168.167.52,80,10934,TCP,54,0,64,RA,20,0,19
192.168.167.254,192.168.167.52,80,10935,TCP,54,0,64,RA,20,0,20
192.168.167.254,192.168.167.52,80,10936,TCP,54,0,64,RA,20,0,21
192.168.167.254,192.168.167.52,80,10937,TCP,54,0,64,RA,20,0,22
192.168.167.254,192.168.167.52,80,10938,TCP,54,0,64,RA,20,0,23
192.168.167.254,192.168.167.52,80,10939,TCP,54,0,64,RA,20,0,24
192.168.167.52,192.168.167.254,10940,80,TCP,60,0,64,S,2,512,25
192.168.167.52,192.168.167.254,10941,80,TCP,60,0,64,S,2,512,26
192.168.167.52,192.168.167.254,10942,80,TCP,60,0,64,S,2,512,27
192.168.167.52,192.168.167.254,10943,80,TCP,60,0,64,S,2,512,28
192.168.167.52,192.168.167.254,10944,80,TCP,60,0,64,S,2,512,29
192.168.167.52,192.168.167.254,10945,80,TCP,60,0,64,S,2,512,30
192.168.167.52,192.168.167.254,10946,80,TCP,60,0,64,S,2,512,31
192.168.167.52,192.168.167.254,10947,80,TCP,60,0,64,S,2,512,32
192.168.167.254,192.168.167.52,80,10940,TCP,54,0,64,RA,20,0,33
192.168.167.254,192.168.167.52,80,10941,TCP,54,0,64,RA,20,0,34
192.168.167.254,192.168.167.52,80,10942,TCP,54,0,64,RA,20,0,35
192.168.167.254,192.168.167.52,80,10943,TCP,54,0,64,RA,20,0,36
192.168.167.254,192.168.167.52,80,10944,TCP,54,0,64,RA,20,0,37
192.168.167.254,192.168.167.52,80,10945,TCP,54,0,64,RA,20,0,38
192.168.167.254,192.168.167.52,80,10946,TCP,54,0,64,RA,20,0,39
192.168.167.254,192.168.167.52,80,10947,TCP,54,0,64,RA,20,0,40
192.168.167.52,192.168.167.254,10948,80,TCP,60,0,64,S,2,512,41
192.168.167.52,192.168.167.254,10949,80,TCP,60,0,64,S,2,512,42
192.168.167.52,192.168.167.254,10950,80,TCP,60,0,64,S,2,512,43
192.168.167.52,192.168.167.254,10951,80,TCP,60,0,64,S,2,512,44
192.168.167.52,192.168.167.254,10952,80,TCP,60,0,64,S,2,512,45
192.168.167.52,192.168.167.254,10953,80,TCP,60,0,64,S,2,512,46
192.168.167.52,192.168.167.254,10954,80,TCP,60,0,64,S,2,512,47
192.168.167.52,192.168.167.254,10955,80,TCP,60,0,64,S,2,512,48
192.168.167.254,192.168.167.52,80,10948,TCP,54,0,64,RA,20,0,49
192.168.167.254,192.168.167.52,80,10949,TCP,54,0,64,RA,20,0,50
192.168.167.254,192.168.167.52,80,10950,TCP,54,0,64,RA,20,0,51
192.168.167.254,192.168.167.52,80,10951,TCP,54,0,64,RA,20,0,52
192.168.167.254,192.168.167.52,80,10952,TCP,54,0,64,RA,20,0,53
192.168.167.254,192.168.167.52,80,10953,TCP,54,0,64,RA,20,0,54
192.168.167.254,192.168.167.52,80,10954,TCP,54,0,64,RA,20,0,55
192.168.167.254,192.168.167.52,80,10955,TCP,54,0,64,RA,20,0,56
192.168.167.52,192.168.167.254,10956,80,TCP,60,0,64,S,2,512,57
192.168.167.52,192.168.167.254,10957,80,TCP,60,0,64,S,2,512,58
192.168.167.52,192.168.167.254,10958,80,TCP,60,0,64,S,2,512,59
192.168.167.52,192.168.167.254,10959,80,TCP,60,0,64,S,2,512,60
192.168.167.52,192.168.167.254,10960,80,TCP,60,0,64,S,2,512,61
192.168.167.52,192.168.167.254,10961,80,TCP,60,0,64,S,2,512,62
192.168.167.52,192.168.167.254,10962,80,TCP,60,0,64,S,2,512,63
192.168.167.52,192.168.167.254,10963,80,TCP,60,0,64,S,2,512,64
192.168.167.254,192.168.167.52,80,10956,TCP,54,0,64,RA,20,0,65
192.168.167.254,192.168.167.52,80,10957,TCP,54,0,64,RA,20,0,66
192.168.167.254,192.168.167.52,80,10958,TCP,54,0,64,RA,20,0,67
192.168.167.254,192.168.167.52,80,10959,TCP,54,0,64,RA,20,0,68
192.168.167.254,192.168.167.52,80,10960,TCP,54,0,64,RA,20,0,69
192.168.167.254,192.168.167.52,80,10961,TCP,54,0,64,RA,20,0,70
192.168.167.254,192.168.167.52,80,10962,TCP,54,0,64,RA,20,0,71
192.168.167.254,192.168.167.52,80,10963,TCP,54,0,64,RA,20,0,72
192.168.167.52,192.168.167.254,10964,80,TCP,60,0,64,S,2,512,73
192.168.167.52,192.168.167.254,10965,80,TCP,60,0,64,S,2,512,74
192.168.167.52,192.168.167.254,10966,80,TCP,60,0,64,S,2,512,75
192.168.167.52,192.168.167.254,10967,80,TCP,60,0,64,S,2,512,76
192.168.167.52,192.168.167.254,10968,80,TCP,60,0,64,S,2,512,77
192.168.167.52,192.168.167.254,10969,80,TCP,60,0,64,S,2,512,78
192.168.167.52,192.168.167.254,10970,80,TCP,60,0,64,S,2,512,79
192.168.167.52,192.168.167.254,10971,80,TCP,60,0,64,S,2,512,80
192.168.167.254,192.168.167.52,80,10964,TCP,54,0,64,RA,20,0,81
192.168.167.254,192.168.167.52,80,10965,TCP,54,0,64,RA,20,0,82
192.168.167.254,192.168.167.52,80,10966,TCP,54,0,64,RA,20,0,83
192.168.167.254,192.168.167.52,80,10967,TCP,54,0,64,RA,20,0,84
192.168.167.254,192.168.167.52,80,10968,TCP,54,0,64,RA,20,0,85
192.168.167.254,192.168.167.52,80,10969,TCP,54,0,64,RA,20,0,86
192.168.167.254,192.168.167.52,80,10970,TCP,54,0,64,RA,20,0,87
192.168.167.254,192.168.167.52,80,10971,TCP,54,0,64,RA,20,0,88
192.168.167.52,192.168.167.254,10972,80,TCP,60,0,64,S,2,512,89
192.168.167.52,192.168.167.254,10973,80,TCP,60,0,64,S,2,512,90
192.168.167.52,192.168.167.254,10974,80,TCP,60,0,64,S,2,512,91
192.168.167.52,192.168.167.254,10975,80,TCP,60,0,64,S,2,512,92
192.168.167.52,192.168.167.254,10976,80,TCP,60,0,64,S,2,512,93
192.168.167.52,192.168.167.254,10977,80,TCP,60,0,64,S,2,512,94
192.168.167.52,192.168.167.254,10978,80,TCP,60,0,64,S,2,512,95
192.168.167.52,192.168.167.254,10979,80,TCP,60,0,64,S,2,512,96
192.168.167.254,192.168.167.52,80,10972,TCP,54,0,64,RA,20,0,97
192.168.167.254,192.168.167.52,80,10973,TCP,54,0,64,RA,20,0,98
192.168.167.254,192.168.167.52,80,10974,TCP,54,0,64,RA,20,0,99
192.168.167.254,192.168.167.52,80,10975,TCP,54,0,64,RA,20,0,100
192.168.167.254,192.168.167.52,80,10976,TCP,54,0,64,RA,20,0,101
192.168.167.254,192.168.167.52,80,10977,TCP,54,0,64,RA,20,0,102
192.168.167.254,192.168.167.52,80,10978,TCP,54,0,64,RA,20,0,103
192.168.167.254,192.168.167.52,80,10979,TCP,54,0,64,RA,20,0,104
192.168.167.52,192.168.167.254,10980,80,TCP,60,0,64,S,2,512,105
192.168.167.52,192.168.167.254,10981,80,TCP,60,0,64,S,2,512,106
192.168.167.52,192.168.167.254,10982,80,TCP,60,0,64,S,2,512,107
192.168.167.52,192.168.167.254,10983,80,TCP,60,0,64,S,2,512,108
192.168.167.52,192.168.167.254,10984,80,TCP,60,0,64,S,2,512,109
192.168.167.52,192.168.167.254,10985,80,TCP,60,0,64,S,2,512,110
192.168.167.52,192.168.167.254,10986,80,TCP,60,0,64,S,2,512,111
192.168.167.52,192.168.167.254,10987,80,TCP,60,0,64,S,2,512,112
192.168.167.254,192.168.167.52,80,10980,TCP,54,0,64,RA,20,0,113
192.168.167.254,192.168.167.52,80,10981,TCP,54,0,64,RA,20,0,114
192.168.167.254,192.168.167.52,80,10982,TCP,54,0,64,RA,20,0,115
192.168.167.254,192.168.167.52,80,10983,TCP,54,0,64,RA,20,0,116
192.168.167.254,192.168.167.52,80,10984,TCP,54,0,64,RA,20,0,117
192.168.167.254,192.168.167.52,80,10985,TCP,54,0,64,RA,20,0,118
192.168.167.254,192.168.167.52,80,10986,TCP,54,0,64,RA,20,0,119
192.168.167.254,192.168.167.52,80,10987,TCP,54,0,64,RA,20,0,120
192.168.167.52,192.168.167.254,10988,80,TCP,60,0,64,S,2,512,121
192.168.167.52,192.168.167.254,10989,80,TCP,60,0,64,S,2,512,122
192.168.167.52,192.168.167.254,10990,80,TCP,60,0,64,S,2,512,123
192.168.167.52,192.168.167.254,10991,80,TCP,60,0,64,S,2,512,124
192.168.167.52,192.168.167.254,10992,80,TCP,60,0,64,S,2,512,125
192.168.167.52,192.168.167.254,10993,80,TCP,60,0,64,S,2,512,126
192.168.167.52,192.168.167.254,10994,80,TCP,60,0,64,S,2,512,127
192.168.167.52,192.168.167.254,10995,80,TCP,60,0,64,S,2,512,128
192.168.167.254,192.168.167.52,80,10988,TCP,54,0,64,RA,20,0,129
192.168.167.254,192.168.167.52,80,10989,TCP,54,0,64,RA,20,0,130
192.168.167.254,192.168.167.52,80,10990,TCP,54,0,64,RA,20,0,131
192.168.167.254,192.168.167.52,80,10991,TCP,54,0,64,RA,20,0,132
192.168.167.254,192.168.167.52,80,10992,TCP,54,0,64,RA,20,0,133
192.168.167.254,192.168.167.52,80,10993,TCP,54,0,64,RA,20,0,134
192.168.167.254,192.168.167.52,80,10994,TCP,54,0,64,RA,20,0,135
192.168.167.254,192.168.167.52,80,10995,TCP,54,0,64,RA,20,0,136
192.168.167.52,192.168.167.254,10996,80,TCP,60,0,64,S,2,512,137
192.168.167.52,192.168.167.254,10997,80,TCP,60,0,64,S,2,512,138
192.168.167.52,192.168.167.254,10998,80,TCP,60,0,64,S,2,512,139
192.168.167.52,192.168.167.254,10999,80,TCP,60,0,64,S,2,512,140
192.168.167.52,192.168.167.254,11000,80,TCP,60,0,64,S,2,512,141
192.168.167.52,192.168.167.254,11001,80,TCP,60,0,64,S,2,512,142
192.168.167.52,192.168.167.254,11002,80,TCP,60,0,64,S,2,512,143
192.168.167.52,192.168.167.254,11003,80,TCP,60,0,64,S,2,512,144
192.168.167.254,192.168.167.52,80,10996,TCP,54,0,64,RA,20,0,145
192.168.167.254,192.168.167.52,80,10997,TCP,54,0,64,RA,20,0,146
192.168.167.254,192.168.167.52,80,10998,TCP,54,0,64,RA,20,0,147
192.168.167.254,192.168.167.52,80,10999,TCP,54,0,64,RA,20,0,148
192.168.167.254,192.168.167.52,80,11000,TCP,54,0,64,RA,20,0,149
192.168.167.254,192.168.167.52,80,11001,TCP,54,0,64,RA,20,0,150
192.168.167.254,192.168.167.52,80,11002,TCP,54,0,64,RA,20,0,151
192.168.167.254,192.168.167.52,80,11003,TCP,54,0,64,RA,20,0,152
192.168.167.52,192.168.167.254,11004,80,TCP,60,0,64,S,2,512,153
192.168.167.52,192.168.167.254,11005,80,TCP,60,0,64,S,2,512,154
192.168.167.52,192.168.167.254,11006,80,TCP,60,0,64,S,2,512,155
192.168.167.52,192.168.167.254,11007,80,TCP,60,0,64,S,2,512,156
192.168.167.52,192.168.167.254,11008,80,TCP,60,0,64,S,2,512,157
192.168.167.52,192.168.167.254,11009,80,TCP,60,0,64,S,2,512,158
192.168.167.52,192.168.167.254,11010,80,TCP,60,0,64,S,2,512,159
192.168.167.52,192.168.167.254,11011,80,TCP,60,0,64,S,2,512,160
192.168.167.254,192.168.167.52,80,11004,TCP,54,0,64,RA,20,0,161
192.168.167.254,192.168.167.52,80,11005,TCP,54,0,64,RA,20,0,162
192.168.167.254,192.168.167.52,80,11006,TCP,54,0,64,RA,20,0,163
192.168.167.254,192.168.167.52,80,11007,TCP,54,0,64,RA,20,0,164
192.168.167.254,192.168.167.52,80,11008,TCP,54,0,64,RA,20,0,165
192.168.167.254,192.168.167.52,80,11009,TCP,54,0,64,RA,20,0,166
