src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index
192.168.167.254,192.168.167.52,59944,62473,TCP,54,0,64,RA,20,0,0
192.168.167.254,192.168.167.52,42192,62473,TCP,54,0,64,RA,20,0,1
192.168.167.254,192.168.167.52,49709,62473,TCP,54,0,64,RA,20,0,2
192.168.167.254,192.168.167.52,56480,62473,TCP,54,0,64,RA,20,0,3
192.168.167.254,192.168.167.52,64179,62473,TCP,54,0,64,RA,20,0,4
192.168.167.254,192.168.167.52,12943,62473,TCP,54,0,64,RA,20,0,5
192.168.167.52,192.168.167.254,62473,26080,TCP,60,0,39,S,2,1024,6
192.168.167.52,192.168.167.254,62473,61646,TCP,60,0,56,S,2,1024,7
192.168.167.52,192.168.167.254,62473,37018,TCP,60,0,41,S,2,1024,8
192.168.167.52,192.168.167.254,62473,63371,TCP,60,0,49,S,2,1024,9
192.168.167.52,192.168.167.254,62473,5756,TCP,60,0,45,S,2,1024,10
192.168.167.52,192.168.167.254,62473,56108,TCP,60,0,53,S,2,1024,11
192.168.167.52,192.168.167.254,62473,64010,TCP,60,0,48,S,2,1024,12
192.168.167.52,192.168.167.254,62473,47850,TCP,60,0,57,S,2,1024,13
192.168.167.254,192.168.167.52,26080,62473,TCP,54,0,64,RA,20,0,14
192.168.167.254,192.168.167.52,61646,62473,TCP,54,0,64,RA,20,0,15
192.168.167.254,192.168.167.52,37018,62473,TCP,54,0,64,RA,20,0,16
192.168.167.254,192.168.167.52,63371,62473,TCP,54,0,64,RA,20,0,17
192.168.167.254,192.168.167.52,5756,62473,TCP,54,0,64,RA,20,0,18
192.168.167.254,192.168.167.52,56108,62473,TCP,54,0,64,RA,20,0,19
192.168.167.254,192.168.167.52,64010,62473,TCP,54,0,64,RA,20,0,20
192.168.167.254,192.168.167.52,47850,62473,TCP,54,0,64,RA,20,0,21
192.168.167.52,192.168.167.254,62473,4344,TCP,60,0,46,S,2,1024,22
192.168.167.52,192.168.167.254,62473,13490,TCP,60,0,57,S,2,1024,23
192.168.167.52,192.168.167.254,62473,49486,TCP,60,0,49,S,2,1024,24
192.168.167.52,192.168.167.254,62473,34918,TCP,60,0,45,S,2,1024,25
192.168.167.52,192.168.167.254,62473,19121,TCP,60,0,55,S,2,1024,26
192.168.167.52,192.168.167.254,62473,48024,TCP,60,0,49,S,2,1024,27
192.168.167.52,192.168.167.254,62473,63528,TCP,60,0,39,S,2,1024,28
192.168.167.52,192.168.167.254,62473,53601,TCP,60,0,49,S,2,1024,29
192.168.167.254,192.168.167.52,4344,62473,TCP,54,0,64,RA,20,0,30
192.168.167.254,192.168.167.52,13490,62473,TCP,54,0,64,RA,20,0,31
192.168.167.254,192.168.167.52,49486,62473,TCP,54,0,64,RA,20,0,32
192.168.167.254,192.168.167.52,34918,62473,TCP,54,0,64,RA,20,0,33
192.168.167.254,192.168.167.52,19121,62473,TCP,54,0,64,RA,20,0,34
192.168.167.254,192.168.167.52,48024,62473,TCP,54,0,64,RA,20,0,35
192.168.167.254,192.168.167.52,63528,62473,TCP,54,0,64,RA,20,0,36
192.168.167.254,192.168.167.52,53601,62473,TCP,54,0,64,RA,20,0,37
192.168.167.52,192.168.167.254,62473,18936,TCP,60,0,41,S,2,1024,38
192.168.167.52,192.168.167.254,62473,58464,TCP,60,0,43,S,2,1024,39
192.168.167.52,192.168.167.254,62473,54817,TCP,60,0,38,S,2,1024,40
192.168.167.52,192.168.167.254,62473,29482,TCP,60,0,53,S,2,1024,41
192.168.167.52,192.168.167.254,62473,51381,TCP,60,0,53,S,2,1024,42
192.168.167.52,192.168.167.254,62473,19904,TCP,60,0,37,S,2,1024,43
192.168.167.52,192.168.167.254,62473,20346,TCP,60,0,59,S,2,1024,44
192.168.167.52,192.168.167.254,62473,58962,TCP,60,0,39,S,2,1024,45
192.168.167.254,192.168.167.52,18936,62473,TCP,54,0,64,RA,20,0,46
192.168.167.254,192.168.167.52,58464,62473,TCP,54,0,64,RA,20,0,47
192.168.167.254,192.168.167.52,54817,62473,TCP,54,0,64,RA,20,0,48
192.168.167.254,192.168.167.52,29482,62473,TCP,54,0,64,RA,20,0,49
192.168.167.254,192.168.167.52,51381,62473,TCP,54,0,64,RA,20,0,50
192.168.167.254,192.168.167.52,19904,62473,TCP,54,0,64,RA,20,0,51
192.168.167.254,192.168.167.52,20346,62473,TCP,54,0,64,RA,20,0,52
192.168.167.254,192.168.167.52,58962,62473,TCP,54,0,64,RA,20,0,53
192.168.167.52,192.168.167.254,62473,1121,TCP,60,0,51,S,2,1024,54
192.168.167.52,192.168.167.254,62473,19917,TCP,60,0,40,S,2,1024,55
192.168.167.52,192.168.167.254,62473,3122,TCP,60,0,48,S,2,1024,56
192.168.167.52,192.168.167.254,62473,37484,TCP,60,0,41,S,2,1024,57
192.168.167.52,192.168.167.254,62473,29451,TCP,60,0,57,S,2,1024,58
192.168.167.254,192.168.167.52,1121,62473,TCP,54,0,64,RA,20,0,59
192.168.167.254,192.168.167.52,19917,62473,TCP,54,0,64,RA,20,0,60
192.168.167.254,192.168.167.52,3122,62473,TCP,54,0,64,RA,20,0,61
192.168.167.254,192.168.167.52,37484,62473,TCP,54,0,64,RA,20,0,62
192.168.167.254,192.168.167.52,29451,62473,TCP,54,0,64,RA,20,0,63
