src_ip,packet_count_2s_max,packet_count_2s_mean,packet_count_2s_std,unique_dst_ip_count,packet_count_total,log_src_ip_avg_freq
10.117.0.253,23,6.47457627118644,6.195558639408733,1,59,0.6448437361066951
10.117.238.64,2098,439.3960664396414,436.73346154196076,181,57556,4.341590225436743
101.91.133.30,5,2.4,1.019803902718557,1,30,0.0562201164774272
101.91.134.222,21,9.078787878787878,4.396951945330998,1,165,0.24594324600717793
101.91.136.148,7,3.769230769230769,1.8873606379054304,1,13,0.02668508925823017
103.151.151.134,48,20.96825396825397,15.10489067647292,1,63,0.65740464286569
103.151.151.3,98,39.23109243697479,29.616618228237495,1,238,0.3355960875111201
103.151.151.5,32,13.636363636363637,10.346477022487388,1,66,0.4874367895574297
104.116.243.19,38,16.38,11.183720311238117,1,50,0.9616887643546612
104.116.243.26,39,18.068181818181817,11.899957462247745,1,44,0.3120297210249646
104.116.243.33,26,13.5,7.5,1,26,4.456719543915351
104.116.243.41,10,5.5,2.8722813232690143,1,10,4.03630491691041
104.116.243.48,29,8.797872340425531,6.764393302407871,1,94,0.37099026770686916
104.18.36.86,9,5.0,2.581988897471611,1,9,4.601680030091057
104.18.37.207,147,73.9074074074074,40.444414767320545,1,162,4.149998055647228
104.18.37.23,69,28.934426229508198,19.521210702559873,1,122,1.1362070244536495
104.18.38.97,7,4.0,2.0,1,7,3.8788328075930996
104.18.39.68,25,13.096774193548388,6.522194557987155,1,31,2.248958104519322
104.199.241.202,2,1.2777777777777777,0.4479032082388083,1,18,0.029561114654484497
104.93.2.10,14,6.75,4.264680527307995,1,16,0.23681845959316977
117.191.153.60,20,8.67741935483871,5.136128181335554,1,62,1.2117017567731816
121.36.16.180,9,4.0,2.3804761428476167,1,18,0.1268972896797534
121.36.47.3,9,3.8823529411764706,2.3980961306634714,1,17,0.11298204635905089
13.107.5.93,31,14.457142857142857,9.457703910849933,1,35,2.0613528682657023
13.114.197.251,12,6.076923076923077,3.6260073075054384,1,13,0.06971277981155409
13.35.7.106,8566,3902.530612244898,2638.1396097118645,1,9702,3.506639815748269
13.69.116.107,16,8.5,4.6097722286464435,1,16,2.4364397888232685
14.215.182.140,15,7.0,4.546060565661952,1,18,1.000616005711144
140.112.145.141,15,7.684210526315789,3.920964322566142,1,19,1.7005753088985982
140.112.145.153,324,146.7068607068607,89.0002413900306,1,481,3.7850486049640244
140.112.254.4,76,16.717041800643088,18.095059786491706,1,622,0.6007645790579466
140.82.112.26,9,2.8823529411764706,1.6762125704441184,1,68,0.08811285461959235
140.82.113.25,7,2.4583333333333335,1.6067349570549034,1,24,0.0634255375885299
140.82.114.25,4,2.4444444444444446,1.0999438818457405,1,27,0.07231608862163949
142.250.157.84,34,11.242424242424242,9.70170339004977,1,66,0.09497367996588714
142.250.196.193,28,12.166666666666666,7.73340517208012,1,42,0.5885759953549908
142.250.196.194,12,6.076923076923077,3.6260073075054384,1,13,1.5450211716413034
142.250.196.195,3860,1866.0242682011508,1147.2773148150857,1,3997,1.949071170147942
142.250.196.196,16,7.104166666666667,4.159525129814166,1,48,0.10334730973621875
142.250.196.202,76,30.19158878504673,20.089187222736378,1,214,0.2795277821881386
142.250.196.206,122,69.375,30.030405992775208,1,616,0.65735407241354
142.250.196.214,303,152.0,87.46808941932291,1,303,4.916312309999891
142.250.198.65,165,62.7436974789916,50.35593334755537,1,238,0.6034148474013449
142.250.198.67,3385,1325.0909497206703,1072.2418033785598,1,4475,2.0468569315298732
142.250.198.68,629,303.0425531914894,186.86120691901777,1,658,0.8675505837571457
142.250.198.74,43,12.922155688622755,10.935299109328998,1,167,0.2244810992027283
142.250.198.78,591,126.32383665716999,149.6923485465781,1,2106,1.3307534576312514
142.250.204.35,24,7.172661870503597,5.1354713100470075,1,139,0.1964991743862441
142.250.204.42,138,43.90234375,41.10450470455563,1,256,0.4179918980610927
142.250.204.46,43,17.135135135135137,12.023989898941474,1,74,0.23198433667049648
142.250.66.65,1986,993.5,573.3087446277675,1,1986,6.8890529685844015
142.250.66.74,60,22.214285714285715,16.662020069651945,1,154,0.27635805390150286
142.250.66.78,45,21.645833333333332,13.62517520274714,1,48,0.18141873009524964
142.250.66.86,231,99.05840707964602,66.10727501456995,1,565,1.1591285077949123
142.250.66.91,9,5.0,2.581988897471611,1,9,6.317043706099228
142.250.77.1,67,28.75,20.28832352434699,1,84,0.2295870323869357
142.250.77.10,18,6.682926829268292,4.925983989310026,1,41,0.12499528300394269
