src_ip,packet_count_2s_max,packet_count_2s_mean,packet_count_2s_std,unique_dst_ip_count,packet_count_total,log_src_ip_avg_freq
0.0.0.0,2,1.3333333333333333,0.4714045207910317,1,18,0.14481702498997018
10.5.0.10,1,1.0,0.0,1,1,0.6931471805599453
10.5.0.109,5,2.4545454545454546,1.233150906022776,1,11,0.314196164056748
10.5.0.115,2,1.3333333333333333,0.4714045207910317,1,3,0.19755618961887383
10.5.0.118,1,1.0,0.0,1,6,0.058239805014838004
10.5.0.126,2,1.0909090909090908,0.28747978728803447,1,11,0.09399058266952809
10.5.0.152,2,1.2,0.4,2,5,0.13643809217757505
10.5.0.173,1,1.0,0.0,2,5,0.0596795431775981
10.5.0.18,2,1.2727272727272727,0.4453617714151233,1,11,0.10545358883256883
10.5.0.187,1,1.0,0.0,1,2,0.5957710294037636
10.5.0.208,2,1.1333333333333333,0.33993463423951903,1,15,0.11619894469694943
10.5.0.21,2,1.6666666666666667,0.4714045207910317,1,3,0.6968890690792012
10.5.0.30,1,1.0,0.0,1,12,0.10505133111175433
10.5.0.47,3,1.6,0.8,2,5,0.11301168230261893
10.5.0.48,2,1.5,0.5,1,4,0.0444695116972211
10.5.0.54,6,3.0,1.9148542155126762,2,18,0.36968303141915543
10.5.0.59,2,1.1111111111111112,0.3142696805273545,1,9,0.09160945382552592
10.5.0.78,4,2.1818181818181817,1.1134044285378082,1,11,0.1420105176997434
10.5.0.94,3,1.625,0.7534642216677135,2,24,0.1874137875138413
10.5.1.106,1,1.0,0.0,1,3,0.03682578304684839
10.5.1.112,7,2.260869565217391,1.6737718743408831,2,23,0.18862799967488683
10.5.1.114,2,1.1538461538461537,0.36080121229411,1,13,0.12183232830054241
10.5.1.14,2,1.4166666666666667,0.4930066485916347,1,12,0.15963857994284844
10.5.1.148,3,1.4444444444444444,0.5983516452371671,1,18,0.15839552374072513
10.5.1.151,3,1.3333333333333333,0.6236095644623235,1,12,0.1157344054932774
10.5.1.153,4,1.75,0.924211375534118,1,12,0.13031035822995485
10.5.1.157,1,1.0,0.0,2,10,0.08827701277107547
10.5.1.165,1,1.0,0.0,1,7,0.07425459767720374
10.5.1.175,1,1.0,0.0,1,1,0.6931471805599453
10.5.1.189,14,5.309523809523809,3.3415714526615514,2,42,0.29428303278331863
10.5.1.19,2,1.5,0.5,1,2,1.237316152412563
10.5.1.196,1,1.0,0.0,2,3,0.08104468950030037
10.5.1.237,1,1.0,0.0,1,1,0.6931471805599453
10.5.1.246,14,4.555555555555555,4.074612758999617,2,45,0.4338586171345996
10.5.1.36,3,1.2,0.5416025603090641,1,15,0.11758184618003417
10.5.1.44,3,1.35,0.5722761571129799,2,20,0.15547683520673544
10.5.1.47,3,1.5,0.7637626158259734,1,6,0.054146758241902446
10.5.1.58,3,1.5,0.6708203932499369,1,10,0.1671321150638852
10.5.1.66,1,1.0,0.0,1,1,0.6931471805599453
10.5.1.76,2,1.25,0.4330127018922193,2,8,0.1451837408670734
10.5.1.80,2,1.5,0.5,1,2,3.121067086769101
10.5.1.9,3,1.5,0.6708203932499369,1,10,0.07811954571714547
10.5.2.105,2,1.3333333333333333,0.4714045207910317,2,3,0.34916602514977424
10.5.2.112,3,1.5454545454545454,0.7820295697311479,2,11,0.0843077657252372
10.5.2.121,2,1.1428571428571428,0.3499271061118826,2,14,0.10740045724476835
10.5.2.146,1,1.0,0.0,1,3,0.08976459284823227
10.5.2.147,2,1.4,0.4898979485566356,1,5,0.34126860473483145
10.5.2.150,3,1.4444444444444444,0.6849348892187752,1,9,0.12608589977508217
10.5.2.185,1,1.0,0.0,1,1,0.6931471805599453
10.5.2.204,1,1.0,0.0,2,9,0.07672506139664241
10.5.2.245,4,2.0,1.1547005383792515,2,6,0.07609494330197734
10.5.2.28,5,2.1666666666666665,1.2801909579781012,2,12,0.09392146350071331
10.5.2.32,1,1.0,0.0,1,1,0.6931471805599453
10.5.2.46,1,1.0,0.0,1,1,0.6931471805599453
10.5.2.49,5,2.076923076923077,1.268647884805434,1,13,0.14989809296773052
10.5.2.59,2,1.1428571428571428,0.3499271061118826,1,14,0.10997265722218029
10.5.2.63,1,1.0,0.0,1,3,0.03681606999727864
10.5.2.85,1,1.0,0.0,1,3,0.35374966512474904
10.5.3.100,6,2.6923076923076925,1.5876744185038687,1,13,0.14730939865603365
10.5.3.164,2,1.2142857142857142,0.410325903324145,1,14,0.133687180267463
10.5.3.195,1,1.0,0.0,1,6,0.07371887016443528
10.5.3.240,2,1.1,0.3,1,10,0.1217461068395024
10.5.3.252,3,1.4285714285714286,0.7284313590846836,1,7,0.05868364054087781
10.5.3.253,3,1.5,0.7071067811865476,1,8,0.08666159458505725
10.5.3.3,2,1.5,0.5,1,2,0.6155778330230064
10.5.3.43,2,1.5,0.5,1,2,2.3691563041930825
10.5.3.46,4,2.111111111111111,0.9938079899999066,1,9,0.1360473282301618
10.5.4.10,11,5.764705882352941,3.0395319253561914,3,17,1.5111429565070456
10.5.4.112,2,1.1428571428571428,0.3499271061118826,1,7,0.058478205950693585
10.5.4.140,3,1.2727272727272727,0.616575453011388,1,11,0.09948094996822791
10.5.4.147,2,1.3333333333333333,0.4714045207910317,2,6,0.22969348599175202
10.5.4.15,5,2.4,1.2806248474865698,1,10,0.11997987292384338
10.5.4.160,8,2.6666666666666665,2.1256807188565543,2,27,0.2161096830614595
10.5.4.161,2,1.5,0.5,1,4,0.2524036628777522
10.5.4.169,1,1.0,0.0,1,1,0.6931471805599453
10.5.4.182,7,3.25,1.8314384146529925,1,12,0.10096625478513219
10.5.4.198,1,1.0,0.0,1,1,0.6931471805599453
10.5.4.201,1,1.0,0.0,1,8,0.0670217056553648
10.5.4.214,2,1.1764705882352942,0.3812200410828153,1,17,0.12572201892091228
10.5.4.235,6,2.8421052631578947,1.4604670447906953,2,19,0.136531566341888
10.5.4.67,4,2.2857142857142856,1.0301575072754257,1,7,0.5796090216167293
10.5.4.69,2,1.3333333333333333,0.4714045207910317,1,3,0.12766431415697393
10.5.4.73,2,1.25,0.4330127018922193,1,12,0.10904515615687276
10.5.4.92,8,3.2666666666666666,1.8607047649270483,2,30,0.23403717931397355
10.5.5.103,2,1.1428571428571428,0.3499271061118826,1,7,0.14329316942933276
10.5.5.107,2,1.0769230769230769,0.26646935501059654,1,13,0.1461067757305793
10.5.5.110,1,1.0,0.0,1,3,0.048782072714997744
10.5.5.111,1,1.0,0.0,1,10,0.08579270945901053
10.5.5.113,1,1.0,0.0,1,9,0.06758780375274787
10.5.5.117,2,1.25,0.4330127018922193,1,4,0.051239179244058575
10.5.5.123,4,1.4736842105263157,0.8806947647727111,1,19,0.14754492596840327
10.5.5.124,3,1.5,0.7071067811865476,1,8,0.10709629397920725
10.5.5.143,1,1.0,0.0,1,1,0.6931471805599453
10.5.5.150,2,1.0833333333333333,0.2763853991962833,1,12,0.11608326508437232
10.5.5.154,1,1.0,0.0,1,1,0.6931471805599453
10.5.5.157,1,1.0,0.0,1,1,0.6931471805599453
10.5.5.165,3,1.3333333333333333,0.5962847939999439,1,15,0.12521468105846031
10.5.5.167,1,1.0,0.0,1,8,0.10845092213816473
10.5.5.176,6,2.7777777777777777,1.7497795275581802,1,9,0.07541859996979475
10.5.5.203,2,1.2,0.4,1,10,0.09282801186817059
10.5.5.219,3,1.2857142857142858,0.5890150893739515,1,14,0.13897199042774647
10.5.5.226,1,1.0,0.0,1,3,0.07353888018606951
10.5.5.238,4,1.75,0.924211375534118,2,12,0.09143148875922134
10.5.5.242,3,1.4166666666666667,0.6400954789890506,1,12,0.12381216480899392
10.5.5.243,2,1.375,0.4841229182759271,1,16,0.14396669696001865
10.5.5.47,8,3.4571428571428573,2.061107291071021,1,35,0.3249924250042492
10.5.5.60,5,2.7857142857142856,1.5202711895566259,1,14,0.11774186562423486
10.5.5.83,8,3.982142857142857,1.6456045867043252,2,168,0.8158144439481999
10.5.5.85,1,1.0,0.0,1,2,0.15326303564428245
10.5.5.90,8,3.6551724137931036,2.0047506005170526,2,29,0.2317239092398764
10.5.5.95,2,1.125,0.33071891388307384,1,8,0.11170168460330707
10.5.5.99,6,1.9473684210526316,1.4680342822085635,2,19,0.15560371238315032
