src_ip,packet_count_2s_max,packet_count_2s_mean,packet_count_2s_std,unique_dst_ip_count,packet_count_total,log_src_ip_avg_freq
104.16.79.73,25,8.38961038961039,6.6978497114592415,1,77,0.10446260714393724
104.18.21.226,4,1.4705882352941178,0.8483650059915269,1,17,0.13728898624814517
104.18.31.173,10,5.090909090909091,3.0287874998104876,1,11,0.5786648825638688
104.18.32.47,30,9.853932584269662,7.390474527949075,1,89,0.3292331285612343
104.18.43.204,131,61.737931034482756,40.66312753031877,1,145,0.5984819770343228
104.21.24.139,218,96.26345609065156,56.39491716050177,1,353,3.9585965693426526
108.177.97.188,9,3.4,2.8000000000000003,1,15,0.05285910638509043
108.177.97.84,34,17.5,9.810708435174291,1,34,3.1817394120637434
118.163.81.63,1,1.0,0.0,1,2,0.0077845463731175775
13.107.246.73,628,247.2289505320807,111.87209138504352,2,22459,3.6045133736030226
13.35.7.81,34,13.92,9.717009142049147,1,75,0.1814164031702042
137.184.249.78,50,22.05263157894737,14.849149131074734,1,76,0.7272488183689311
140.112.145.141,840,476.63974854932303,246.86747967408164,1,2068,1.165687237917593
140.112.145.146,901,245.20099408019658,169.96262846732654,1,17906,3.6073001173271755
140.112.145.153,300,96.87009472259811,74.02952204418966,1,1478,1.247279600856741
140.112.2.161,39,18.714285714285715,11.796459747951248,1,42,2.17743864239301
140.112.8.116,274,142.78671328671328,81.43971105517235,1,286,4.728365055746457
140.112.8.97,12,3.76,3.5808378907736107,1,25,0.19531156228147312
140.112.9.213,109,31.655,34.57507736795393,1,200,0.9100083704329087
142.250.157.156,14,7.5,4.031128874149275,1,14,5.057582141673194
142.250.196.193,605,183.38769509160824,162.1177978721922,2,4421,1.5030468107656842
142.250.196.194,23,7.588235294117647,6.403664608271182,1,68,0.12436417484815322
142.250.196.195,1756,790.0763376932224,543.4674328182242,2,4205,1.440669875777238
142.250.196.200,170,67.4009360374415,45.65682817018952,1,641,0.4801862748412071
142.250.196.202,535,197.45479082321188,173.7587005384493,1,741,0.5812720478452074
142.250.196.206,322,53.73377638780297,74.65655976691846,2,2558,1.095093731183636
142.250.198.65,72,32.65432098765432,22.41315778338458,1,81,0.38711610184904227
142.250.198.66,31,10.405405405405405,8.043102778973047,1,111,0.1080947337998061
142.250.198.67,2398,706.0790135474973,583.7253671150332,2,12327,2.5078260916517925
142.250.198.68,700,254.95077720207254,205.4709594898911,2,1930,1.0685094165343023
142.250.198.74,79,20.167525773195877,18.263824789459008,2,388,0.2684592427628749
142.250.198.78,63,14.0046875,11.673486648270249,2,640,0.4058863147152802
142.250.198.86,23,8.771428571428572,7.055233981280298,1,35,0.07843708039677827
142.250.204.33,34,12.23913043478261,9.534114451499475,1,92,0.4192183770629966
142.250.204.35,681,274.9215565163681,198.8474341337282,2,1619,0.9501318703765131
142.250.204.42,377,79.35126825518832,85.14538577176351,2,2602,1.3136878433452734
142.250.204.46,405,77.26585522101217,111.85737999512726,2,1561,0.7940114670830329
142.250.204.49,24,10.333333333333334,7.564537145273477,1,30,0.161855036495049
142.250.66.65,10,4.035714285714286,2.6656832795624417,1,28,0.1518116253924214
142.250.66.67,14,5.32,3.9871794542006764,1,25,0.13676632562903604
142.250.66.68,528,213.13270698766883,131.13951101599048,2,1703,1.0415922535688722
142.250.66.70,20,8.461538461538462,6.289373022627253,1,26,0.1417895026212678
142.250.66.72,275,81.45983379501385,69.75125308081259,2,722,0.7129902684067325
142.250.66.74,55,21.629411764705882,15.472870554082427,2,170,0.3984207447208532
142.250.66.78,242,50.83766909469303,61.07787182796289,2,961,0.6008663582053032
142.250.66.86,167,68.82386363636364,48.00139319549671,1,352,0.5919442802092862
142.250.77.10,46,18.033936651583712,11.455450889904316,2,442,0.2908762410209329
142.250.77.14,32,9.968944099378882,7.030918726577079,2,161,0.11804554340649712
142.250.77.17,23,8.882978723404255,6.747507629659507,1,94,0.1679597971323063
142.250.77.3,23,8.775510204081632,6.240961811414049,2,98,0.09060211237456246
142.250.77.4,10,5.178571428571429,2.699914964647318,1,28,0.21011122932803716
151.101.128.217,23,9.28125,7.142453950674096,1,32,0.17170192944591298
151.101.130.167,36,13.490196078431373,11.689399503219441,1,51,0.36204102992762943
151.101.130.214,156,36.3713163064833,41.844055641989236,1,509,0.34562210931566806
151.101.64.217,156,75.75252525252525,47.330498940817606,1,198,0.7599889462129761
162.159.128.61,25,7.137254901960785,7.659467057288755,1,51,0.36316989749198086
162.159.138.60,12,3.5925925925925926,3.4987750158872726,1,27,0.20808611279162856
163.28.19.8,1362,523.6294564582116,291.43101227642006,1,20532,4.938251238917489
163.28.5.51,5,1.5142857142857142,1.0245954901166345,1,35,0.07359611504812164
163.28.5.57,15,3.296875,3.449092668278862,1,64,0.12474823333180682
172.64.146.15,264,132.90978593272172,61.27430775688676,1,654,3.0283308807240537
172.64.146.98,378,162.81379310344826,98.03740099399997,1,1740,3.106876581086003
172.64.154.211,641,290.5053003533569,181.51957951074547,1,1132,4.429123990910363
172.64.155.209,202,37.623493975903614,46.05298382861896,1,996,1.0942817859978344
172.67.218.248,5,2.2,1.3266499161421599,1,10,0.0568196126469619
173.194.174.84,31,11.89041095890411,8.51841139578414,2,146,0.19013266159129277
173.194.24.202,47,24.208333333333332,13.498392393993523,1,48,2.9680760224409117
184.50.179.49,12,2.8051948051948052,2.5021495228659316,1,77,0.10133089300303698
185.125.190.17,3,2.0,0.816496580927726,1,3,2.137718569068039
185.125.190.48,3,2.0,0.816496580927726,1,3,2.5011551320826055
185.125.190.56,1,1.0,0.0,1,15,0.017066039670090717
185.125.190.97,3,2.0,0.816496580927726,1,3,1.8786232653749009
185.199.111.153,29,11.347826086956522,8.377551243610478,1,46,1.0890742422039765
192.168.167.253,772,190.18714698808205,115.22475414118912,113,74006,4.047235142647528
192.168.167.35,65,8.004280821917808,9.442461777221538,3,1168,0.638245796240669
192.168.167.79,4079,1353.4160772206808,1145.4998043779494,32,25589,3.068841110133043
216.239.38.178,8,3.888888888888889,2.1829869671542776,1,18,0.2609397893140969
216.239.38.181,23,7.959183673469388,6.230141295195542,1,49,0.4767544847407453
23.160.0.0,7,3.0,2.0275875100994063,1,36,0.036221876018259665
23.219.172.56,9,4.363636363636363,2.705977466570403,1,11,0.46587228926753216
3.114.234.2,12,5.1875,3.761960094153047,1,16,0.08884187448060792
3.169.121.118,11,5.0476190476190474,3.1844292375810452,1,21,0.11319255371703847
3.169.121.121,752,215.0982758330103,116.13535505001461,1,59333,3.9024588676360823
3.169.121.22,12,5.15,3.525265947414464,1,20,0.10549378531785082
3.169.121.34,542,195.48806762538013,82.43323016586415,1,19401,4.193903700068397
3.169.121.52,10,4.0625,2.9679275176459416,1,16,0.08940370773588571
3.169.121.68,11,6.0,3.1622776601683795,1,11,4.105140781199662
3.169.121.80,10,5.5,2.8722813232690143,1,10,4.111951806584404
3.169.122.26,7,1.8571428571428572,1.2325884862423604,1,63,0.06312607185233489
3.169.137.101,74,29.093457943925234,22.826256692341826,1,107,0.6292641534265713
3.169.137.16,9,5.0,2.581988897471611,1,9,3.763425567921071
3.169.137.32,14,3.431654676258993,2.3537826886736415,1,139,0.10845957856874833
3.169.137.62,18,6.434782608695652,4.967950211160243,1,46,0.04113641636027303
3.169.52.26,3,1.25,0.5590169943749475,1,16,0.12933094168462766
3.169.54.14,265,49.27561475409836,68.51207608366724,1,976,0.5770778314445295
3.169.55.123,491,199.48388380421807,117.02896814938539,1,2513,2.207705027001635
3.169.55.19,12,2.556451612903226,2.5473022394823097,1,124,0.10171956288493994
3.169.55.25,24,10.586206896551724,7.568160353058571,1,29,0.1566695243089519
3.169.55.3,25,5.571428571428571,5.989446500951078,1,210,0.15723193139624697
3.169.55.76,28,12.515151515151516,8.801243755498982,1,33,0.1767262236192978
3.169.58.195,43,18.311475409836067,12.20661065672225,1,61,1.5705339811910715
3.169.58.81,8,4.5,2.29128784747792,1,8,3.043306522693295
3.211.96.16,67,33.05797101449275,19.821583944935288,1,69,1.7118945807001262
3.233.158.25,67,19.169082125603865,17.083636565085943,1,207,0.3065831644429254
3.233.158.26,32,11.453488372093023,8.079052697094069,1,86,0.19909804438088619
34.107.221.82,6,1.9534883720930232,1.1998737990245985,1,43,0.21899972942532075
34.107.243.93,19,6.314285714285714,5.745912477934348,1,35,0.02868923008272288
34.120.202.204,23,8.86111111111111,6.896668993787982,1,36,0.1911081984736449
34.120.208.123,63,28.83206106870229,15.476890433232242,1,393,0.5302985410269572
34.128.128.0,36,13.308641975308642,9.445937104670906,1,81,0.8771027550699277
34.149.100.209,240,95.24153498871331,67.79722048538927,1,443,1.199361465581138
34.160.144.191,41,17.39622641509434,12.744720879185971,1,53,0.2675961207222548
34.36.137.203,34,10.606382978723405,8.789764459732844,1,94,0.07195823788005888
44.235.169.149,6,3.5,1.707825127659933,1,6,2.386281268182742
52.11.104.139,36,7.148984198645598,6.034918527354325,1,886,0.5403204328543025
52.198.149.89,19,6.564102564102564,5.285659708454865,1,39,0.1930287222600842
52.35.24.233,11,3.3055885850178357,1.9280962047092076,1,841,0.5156962702798269
54.187.71.195,6,2.6315789473684212,1.7832709837997278,1,19,0.01567810436364813
54.203.25.147,18,8.227272727272727,5.4350028701323705,1,22,0.9032840077693184
57.182.173.105,13,4.541609822646658,1.8963528218965413,1,1466,0.7858302059462383
60.250.3.135,4,2.1333333333333333,1.024152766382481,1,15,0.43887199186920167
64.233.187.84,12,5.16,3.1199999999999997,1,25,1.3309028285542042
64.233.189.157,23,12.0,6.6332495807108,1,23,3.2806750066905113
91.189.91.48,3,2.0,0.816496580927726,1,3,2.532348239116473
95.216.195.133,5,2.9166666666666665,1.3819269959814167,1,24,0.01981037604426158
98.82.157.137,16,4.675675675675675,4.56812726460467,1,37,0.454587625991676
