src_ip,packet_count_2s_max,packet_count_2s_mean,packet_count_2s_std,unique_dst_ip_count,packet_count_total,log_src_ip_avg_freq
0.0.0.0,1,1.0,0.0,1,4,0.020450532777375283
118.163.81.63,1,1.0,0.0,1,1,0.6931471805599453
142.250.157.84,33,17.0,9.521904571390467,1,33,3.644727737868946
142.250.196.193,47,24.17808219178082,13.34920085418222,1,73,0.34798505335052393
142.250.196.194,33,17.0,9.521904571390467,1,33,3.250261226674388
142.250.198.66,21,8.925925925925926,6.610462671799438,1,27,0.1470671115361442
142.250.198.67,90,26.437158469945356,27.287682855851905,1,183,0.8430502175063743
142.250.198.74,28,9.555555555555555,7.615570469784053,1,72,0.32472162318849446
142.250.198.78,213,64.05766312594841,58.798591551489295,1,659,1.2249653570268209
142.250.204.35,103,31.579310344827586,27.7454361492225,1,290,0.8726529463378718
142.250.204.46,822,349.5722591362126,242.95201171129264,1,1204,1.9874293509710925
142.250.204.54,113,39.771929824561404,30.666066476121166,1,285,0.8779598369143837
142.250.66.68,34,11.482758620689655,10.4670935585016,1,58,0.2539190282179184
142.250.66.74,78,39.5,22.51480994071828,1,78,3.7023771193560595
142.250.66.78,772,452.45017921146956,207.13331860324917,1,1395,2.212733300393268
142.250.77.1,70,27.784615384615385,19.645310505361604,1,130,0.5658489735475631
142.250.77.14,21,9.44,6.603514215930787,1,25,0.13630348863348335
142.250.77.3,28,12.65079365079365,8.532214826544681,1,63,0.3134235798660447
151.101.1.91,10,4.0,2.772040859423935,1,19,0.10550694592741738
163.28.19.8,798,230.5042811807676,166.84562255389565,1,16701,4.185136825168685
163.28.19.9,256,122.30996309963099,77.46852623848741,1,271,1.1910853357552313
173.194.183.200,54,28.06153846153846,16.775327049960488,1,65,2.2803488085658983
184.50.179.49,20,4.948717948717949,4.571083684275776,1,78,0.515480642345455
185.125.188.58,22,10.115384615384615,6.692860277805361,1,26,1.5668399654864666
185.125.188.59,94,51.28695652173913,29.171685264516732,1,115,2.753001981432847
185.125.190.17,4,2.2857142857142856,1.0301575072754257,2,7,0.1058690559632487
185.125.190.58,1,1.0,0.0,1,4,0.03036867418898443
192.168.167.254,67714,32854.531258401876,19471.651522306995,39,219445,6.620519088803609
192.168.167.35,36,8.442307692307692,7.78537450692115,4,208,0.5433273678583406
192.168.167.52,67708,33689.66187810683,18985.9617027557,7,213843,6.884316693860065
192.168.167.79,8,3.1333333333333333,2.276449477195183,5,15,0.10483886265928247
23.46.63.123,23,4.5025641025641026,4.220067272491328,1,195,0.6510296658381436
23.46.63.131,11,4.3076923076923075,2.770298939287555,1,26,0.830800670881426
23.66.33.52,5,2.1875,1.2358574958303243,1,16,0.3456129277593203
34.107.221.82,16,6.649122807017544,3.716918305084579,1,228,0.6704460638270502
34.107.243.93,48,12.417721518987342,13.728937926171717,1,158,0.46758170373285757
34.120.208.123,143,40.50925925925926,42.10524630159488,1,432,0.914616978887929
34.149.100.209,369,129.0620865139949,83.96739469417808,1,1965,2.05068063319544
34.160.144.191,95,35.96153846153846,30.733946114792715,1,130,0.38011793000574656
34.36.137.203,25,8.341463414634147,6.357671594406245,1,164,0.4761399188383656
34.49.51.44,9,3.7857142857142856,2.6773806877130446,1,14,0.07873993763401203
35.190.72.216,15,6.35,4.714604967545001,1,20,0.11049868925971829
35.244.181.201,27,10.81081081081081,8.497496731034216,1,37,0.15556323161969438
52.10.211.175,6,3.5,1.707825127659933,1,6,1.6557529497295485
74.125.109.134,15,8.0,4.320493798938574,1,15,2.307937101866754
95.216.195.133,5,3.0,1.4142135623730951,1,5,2.72120156430122
