src_ip,packet_count_2s_max,packet_count_2s_mean,packet_count_2s_std,unique_dst_ip_count,packet_count_total,log_src_ip_avg_freq
0.0.0.0,4,1.4880952380952381,0.7013713486502589,1,504,0.14492544987597103
10.103.171.103,3,1.5384615384615385,0.6923076923076923,2,26,0.017956468836323288
10.103.224.93,6,3.9,1.57797338380595,1,10,1.3305082966737554
10.5.0.10,3,1.75,0.82915619758885,1,4,0.007324951483785737
10.5.0.109,9,3.2903225806451615,2.092385813029084,1,279,0.08377953151344852
10.5.0.112,12,4.015384615384615,2.489932391373201,3,65,0.039824889871386875
10.5.0.114,9,2.491228070175439,1.8555068066130893,2,57,0.020217841827023863
10.5.0.115,3,1.5714285714285714,0.7284313590846835,1,7,0.002830834662010021
10.5.0.118,5,1.4705882352941178,0.9150793638884733,1,85,0.028343785660614504
10.5.0.124,11,5.5675675675675675,3.300618619662328,3,37,0.389814921043133
10.5.0.126,5,1.3070175438596492,0.7148450081361171,1,114,0.06809856456314765
10.5.0.142,10,2.74585635359116,1.9976635416842723,3,181,0.060884707818260456
10.5.0.143,1,1.0,0.0,1,1,0.6931471805599453
10.5.0.148,4,1.6666666666666667,0.7766431633476233,1,63,0.023468511425146547
10.5.0.152,5,1.4722222222222223,0.927544880948,2,36,0.01194802094691593
10.5.0.163,4,1.8333333333333333,0.9860132971832694,1,12,0.006352238582910889
10.5.0.170,4,1.6808510638297873,0.7177501188694893,1,47,0.10785385326567641
10.5.0.173,6,1.7771428571428571,1.1014498793566114,2,175,0.054331556099113755
10.5.0.175,5,1.7933884297520661,0.9527459693854279,2,121,0.037810014639392375
10.5.0.18,4,1.4040697674418605,0.6880083793212296,2,344,0.10090484936568173
10.5.0.185,4,1.4074074074074074,0.7821745215534399,1,27,0.012114269929681782
10.5.0.187,7,2.0684931506849313,1.3067660293382817,2,146,0.044997867346659
10.5.0.208,15,2.8783783783783785,2.8309301846056987,3,518,0.15037946667023516
10.5.0.21,13,6.0625,3.8319177639923327,2,48,0.035797216541429054
10.5.0.211,8,2.92,1.9166637681137504,3,25,0.2840486686184856
10.5.0.215,5,1.5294117647058822,0.8871020652367495,1,119,0.10212202077818792
10.5.0.218,4,1.5675675675675675,0.7783283267191053,2,111,0.03669611218614598
10.5.0.219,6,2.7714285714285714,1.385346048274361,2,70,0.04004829235181065
10.5.0.236,3,1.75,0.82915619758885,1,4,0.31137032773427964
10.5.0.245,5,1.903225806451613,1.2275030703509968,1,31,0.01276621051503884
10.5.0.30,11,1.587378640776699,1.4546997562737845,2,206,0.09047806001498852
10.5.0.47,5,1.7017543859649122,0.9726958789915165,2,57,0.018050821698904006
10.5.0.48,4,1.5714285714285714,0.8421304373251141,2,56,0.025010112766219793
10.5.0.53,12,5.102564102564102,3.2089208330149757,3,39,0.26013783316960437
10.5.0.54,8,2.973684210526316,1.9442245841492545,2,114,0.045157147757200145
10.5.0.59,8,1.514657980456026,1.0283981394311728,2,307,0.09107525680539744
10.5.0.60,6,2.62,1.4545102268461367,2,50,0.019959101711574792
10.5.0.78,4,1.9666666666666666,0.9826268648655783,1,30,0.048316974486480604
10.5.0.80,10,2.9705882352941178,2.455309901581218,2,34,0.011797710765521248
