src_ip_delta_time,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index,log_src_ip_avg_freq
0.000232,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12246,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12247,4.821797513134397
0.001428,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12248,4.212036634470622
0.000353,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12249,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12250,3.1645738614613084
4e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12251,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12252,3.1645738614613084
0.000433,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,75,33,64,,,,12253,4.212036634470622
0.000218,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,75,33,64,,,,12254,4.212036634470622
0.001469,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12255,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12256,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12257,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12258,3.1645738614613084
0.004742,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,76,34,64,,,,12259,4.212036634470622
0.344993,142.250.198.78,10.5.6.74,443.0,56082.0,UDP,74,32,58,,,,12260,2.9763151029553505
2e-06,142.250.198.78,10.5.6.74,443.0,56082.0,UDP,84,42,58,,,,12261,2.9763151029553505
0.003588,10.5.6.74,8.8.4.4,61317.0,443.0,UDP,254,212,64,,,,12262,4.212036634470622
0.00014,10.5.6.74,8.8.4.4,61317.0,443.0,UDP,255,213,64,,,,12263,4.212036634470622
0.000926,10.5.6.74,142.250.198.78,56082.0,443.0,UDP,81,39,64,,,,12264,4.212036634470622
0.02843,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12265,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12266,3.1645738614613084
0.030268,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12267,4.821797513134397
5e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12268,4.821797513134397
0.020327,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12269,4.212036634470622
0.000313,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12270,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12271,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12272,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12273,3.1645738614613084
0.000329,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12274,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12275,3.1645738614613084
0.001216,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12276,3.1645738614613084
0.001862,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12277,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12278,4.821797513134397
7e-06,142.250.196.200,10.5.6.74,443.0,50518.0,TCP,167,101,120,PA,24.0,1042.0,12279,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12280,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,50518.0,TCP,78,0,120,A,16.0,1042.0,12281,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12282,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12283,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,50518.0,TCP,66,0,120,A,16.0,1042.0,12284,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,50518.0,TCP,66,0,120,A,16.0,1042.0,12285,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,63472.0,UDP,224,182,57,,,,12286,3.1645738614613084
0.041332,142.250.77.3,10.5.6.74,443.0,50524.0,TCP,97,31,120,PA,24.0,1036.0,12287,0.7889905266165744
2e-05,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12288,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12289,4.821797513134397
7e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12290,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12291,3.1645738614613084
6e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12292,4.821797513134397
1e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12293,4.821797513134397
6e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12294,3.1645738614613084
5e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12295,3.1645738614613084
0.00181,10.5.6.74,142.250.196.200,50518.0,443.0,TCP,78,0,64,A,16.0,2048.0,12296,4.212036634470622
8e-05,10.5.6.74,142.250.77.3,50524.0,443.0,TCP,66,0,64,A,16.0,2047.0,12297,4.212036634470622
1.9e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12298,4.212036634470622
0.000238,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12299,4.212036634470622
4.9e-05,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12300,4.212036634470622
3e-05,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12301,4.212036634470622
5.7e-05,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,76,34,64,,,,12302,4.212036634470622
0.001066,10.5.6.74,142.250.196.200,63472.0,443.0,UDP,211,169,64,,,,12303,4.212036634470622
0.001894,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12304,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12305,3.1645738614613084
0.001906,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12306,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12307,4.821797513134397
6e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12308,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12309,3.1645738614613084
0.001925,142.250.77.3,10.5.6.74,443.0,50524.0,TCP,436,370,120,PA,24.0,1036.0,12310,0.7889905266165744
2e-06,142.250.77.3,10.5.6.74,443.0,50524.0,TCP,139,73,120,PA,24.0,1036.0,12311,0.7889905266165744
2e-06,142.250.77.3,10.5.6.74,443.0,50524.0,TCP,97,31,120,PA,24.0,1036.0,12312,0.7889905266165744
2e-06,142.250.77.3,10.5.6.74,443.0,50524.0,TCP,105,39,120,PA,24.0,1036.0,12313,0.7889905266165744
1.4e-05,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,66,0,51,A,16.0,19.0,12314,4.821797513134397
1e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12315,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12316,4.821797513134397
1.4e-05,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12317,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12318,3.1645738614613084
38.181805,10.5.0.47,10.5.6.74,5353.0,5353.0,UDP,110,0,255,,,,12319,0.11301168230261895
4e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12320,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12321,3.1645738614613084
1.2e-05,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12322,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12323,4.821797513134397
6e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12324,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12325,3.1645738614613084
0.000388,10.5.6.74,142.250.77.3,50524.0,443.0,TCP,66,0,64,A,16.0,2039.0,12326,4.212036634470622
0.00031,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12327,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12328,3.1645738614613084
0.000318,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12329,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12330,4.821797513134397
0.001386,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,76,34,64,,,,12331,4.212036634470622
0.000188,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12332,4.212036634470622
8.6e-05,10.5.6.74,224.0.0.251,5353.0,5353.0,UDP,230,0,255,,,,12333,4.212036634470622
0.001539,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12334,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12335,3.1645738614613084
0.001539,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12336,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12337,4.821797513134397
0.001131,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12338,4.212036634470622
0.000161,10.5.6.74,142.250.77.3,50524.0,443.0,TCP,105,39,64,PA,24.0,2048.0,12339,4.212036634470622
0.003598,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12341,4.212036634470622
6.738929,10.5.7.168,224.0.0.251,5353.0,5353.0,UDP,420,0,255,,,,12342,0.21669656645500115
0.042378,142.250.198.78,10.5.6.74,443.0,56082.0,UDP,68,26,58,,,,12344,2.9763151029553505
2.974613,10.5.5.203,224.0.0.251,5353.0,5353.0,UDP,416,0,255,,,,12349,0.09282801186817059
0.03346,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12350,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12351,3.1645738614613084
0.000908,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12352,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12353,3.1645738614613084
0.036344,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12354,4.821797513134397
1e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12355,4.821797513134397
0.001979,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12356,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12357,3.1645738614613084
0.031689,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12358,4.212036634470622
0.00264,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12359,4.212036634470622
0.013827,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12360,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12361,3.1645738614613084
0.014266,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12362,4.821797513134397
5e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12363,4.821797513134397
0.000438,142.250.196.200,10.5.6.74,443.0,63472.0,UDP,1004,962,57,,,,12364,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,63472.0,UDP,163,121,57,,,,12365,3.1645738614613084
0.011782,10.5.6.74,142.250.196.200,63472.0,443.0,UDP,73,31,64,,,,12366,4.212036634470622
5.2e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12367,4.212036634470622
0.053261,142.250.77.3,10.5.6.74,443.0,50524.0,TCP,66,0,120,A,16.0,1036.0,12368,0.7889905266165744
0.508465,8.8.4.4,10.5.6.74,443.0,61317.0,UDP,74,32,57,,,,12369,1.0284550418232519
0.000918,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12370,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12371,3.1645738614613084
0.001486,8.8.4.4,10.5.6.74,443.0,61317.0,UDP,605,563,57,,,,12372,1.0284550418232519
2e-06,8.8.4.4,10.5.6.74,443.0,61317.0,UDP,65,23,57,,,,12373,1.0284550418232519
2e-06,8.8.4.4,10.5.6.74,443.0,61317.0,UDP,552,510,57,,,,12374,1.0284550418232519
2e-06,8.8.4.4,10.5.6.74,443.0,61317.0,UDP,65,23,57,,,,12375,1.0284550418232519
0.003138,10.5.6.74,8.8.4.4,61317.0,443.0,UDP,82,40,64,,,,12376,4.212036634470622
0.000548,10.5.6.74,142.250.157.156,50525.0,443.0,TCP,78,0,64,S,2.0,65535.0,12377,4.212036634470622
0.000157,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,82,40,64,,,,12378,4.212036634470622
0.054023,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12379,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12380,4.821797513134397
0.053103,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12381,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12382,3.1645738614613084
0.050133,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12383,4.212036634470622
0.000354,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12384,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12385,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12386,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12387,3.1645738614613084
0.000508,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12388,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12389,4.821797513134397
0.000397,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12390,4.212036634470622
0.000503,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12391,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12392,3.1645738614613084
0.000364,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12393,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12394,4.821797513134397
0.000339,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12395,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12396,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12397,3.1645738614613084
4e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12398,3.1645738614613084
9.2e-05,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12399,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12400,3.1645738614613084
0.000819,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,76,34,64,,,,12401,4.212036634470622
0.000327,142.250.196.200,10.5.6.74,443.0,63472.0,UDP,66,24,57,,,,12402,3.1645738614613084
0.000766,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12403,4.821797513134397
0.00015,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12404,4.212036634470622
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12405,4.821797513134397
7e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12406,3.1645738614613084
0.000169,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12407,3.1645738614613084
0.000174,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12408,4.212036634470622
52.41437,10.5.1.112,10.5.6.74,5353.0,5353.0,UDP,110,0,255,,,,12409,0.18862799967488683
0.000268,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12410,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12411,3.1645738614613084
0.000129,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12412,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12413,3.1645738614613084
0.00056,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,76,34,64,,,,12414,4.212036634470622
0.000908,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12415,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12416,4.821797513134397
0.000341,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12417,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12418,3.1645738614613084
0.000509,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12419,4.212036634470622
0.001854,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12420,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12421,3.1645738614613084
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12422,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12423,3.1645738614613084
0.001868,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12424,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12425,4.821797513134397
7e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12426,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12427,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,91,49,57,,,,12428,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12429,3.1645738614613084
0.001619,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12430,4.212036634470622
0.003651,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12431,4.212036634470622
2.049147,10.5.1.246,224.0.0.251,5353.0,5353.0,UDP,87,0,255,,,,12432,0.4338586171345996
0.030248,10.5.6.74,8.8.4.4,61317.0,443.0,UDP,254,212,64,,,,12433,4.212036634470622
0.000113,10.5.6.74,8.8.4.4,61317.0,443.0,UDP,254,212,64,,,,12434,4.212036634470622
0.035241,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12435,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12436,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12437,3.1645738614613084
0.035254,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12438,4.821797513134397
0.000334,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12439,4.821797513134397
0.000338,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12440,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12441,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12442,3.1645738614613084
0.001682,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12443,4.212036634470622
0.000201,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12444,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12445,3.1645738614613084
0.000133,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12446,3.1645738614613084
0.00034,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12447,4.821797513134397
0.000469,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12448,4.821797513134397
0.000471,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12449,3.1645738614613084
0.000243,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12450,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12451,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12452,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12453,3.1645738614613084
0.001141,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12454,4.212036634470622
5.5e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12455,4.212036634470622
0.000843,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12456,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,250,208,57,,,,12457,3.1645738614613084
0.002257,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12458,4.821797513134397
1e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12459,4.821797513134397
0.001168,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12460,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12461,3.1645738614613084
0.0,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12463,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,198,156,57,,,,12462,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12464,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12465,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12466,3.1645738614613084
9e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12467,4.821797513134397
1e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12468,4.821797513134397
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12469,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12470,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12471,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12472,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12473,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12474,3.1645738614613084
7e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12475,4.821797513134397
1e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,PA,24.0,19.0,12476,4.821797513134397
3e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12477,3.1645738614613084
0.002307,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,12478,4.212036634470622
0.000205,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12479,4.212036634470622
0.001082,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12480,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,76,34,57,,,,12481,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12482,3.1645738614613084
1e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12483,3.1645738614613084
0.00076,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,77,35,64,,,,12484,4.212036634470622
0.005327,10.5.6.74,142.250.196.200,57074.0,443.0,UDP,78,36,64,,,,12485,4.212036634470622
0.011725,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12486,3.1645738614613084
2e-06,142.250.196.200,10.5.6.74,443.0,57074.0,UDP,1292,1250,57,,,,12487,3.1645738614613084
0.012816,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,12488,4.821797513134397
