src_ip_delta_time,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index,log_src_ip_avg_freq
3e-06,31.13.87.1,10.129.219.246,443,55644,TCP,66,0,54,A,16.0,299.0,488,0.9675180692604248
0.112571,31.13.87.1,10.129.219.246,443,55643,TCP,94,28,54,PA,24.0,321.0,489,0.9675180692604248
0.000142,31.13.87.1,10.129.219.246,443,55644,TCP,94,28,54,PA,24.0,299.0,490,0.9675180692604248
0.11825,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,491,2.147492882155891
8.4e-05,10.129.219.246,31.13.87.1,55644,443,TCP,66,0,64,A,16.0,2047.0,492,2.147492882155891
2.489211,10.129.219.246,17.248.223.66,49601,443,TCP,105,39,64,PA,24.0,2048.0,493,2.147492882155891
0.000549,10.129.219.246,17.248.223.66,49601,443,TCP,90,24,64,PA,24.0,2048.0,494,2.147492882155891
0.001041,10.129.219.246,17.248.223.66,49601,443,TCP,66,0,64,FA,17.0,2048.0,495,2.147492882155891
2.933296,17.248.223.66,10.129.219.246,443,49601,TCP,66,0,55,A,16.0,63.0,496,1.766721237909889
6.4e-05,17.248.223.66,10.129.219.246,443,49601,TCP,66,0,55,A,16.0,63.0,497,1.766721237909889
0.000234,17.248.223.66,10.129.219.246,443,49601,TCP,66,0,55,FA,17.0,63.0,498,1.766721237909889
1e-06,17.248.223.66,10.129.219.246,443,49601,TCP,66,0,55,A,16.0,63.0,499,1.766721237909889
0.005599,10.129.219.246,17.248.223.66,49601,443,TCP,66,0,64,FA,17.0,2048.0,500,2.147492882155891
0.630482,10.129.219.246,31.13.87.1,55718,443,TCP,98,32,64,PA,24.0,2048.0,501,2.147492882155891
3.133964,31.13.87.1,10.129.219.246,443,55718,TCP,66,0,54,A,16.0,824.0,502,0.9675180692604248
0.041007,10.129.219.246,31.13.87.1,55715,443,TCP,98,32,64,PA,24.0,2048.0,503,2.147492882155891
0.037173,31.13.87.1,10.129.219.246,443,55715,TCP,66,0,54,A,16.0,299.0,504,0.9675180692604248
0.076058,31.13.87.1,10.129.219.246,443,55718,TCP,94,28,54,PA,24.0,824.0,505,0.9675180692604248
0.079291,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,506,2.147492882155891
0.036531,31.13.87.1,10.129.219.246,443,55715,TCP,94,28,54,PA,24.0,299.0,507,0.9675180692604248
0.03646,10.129.219.246,31.13.87.1,55715,443,TCP,66,0,64,A,16.0,2047.0,508,2.147492882155891
0.228247,10.129.219.246,31.13.87.1,62401,443,UDP,1292,1250,64,,,,509,2.147492882155891
2.4e-05,10.129.219.246,31.13.87.1,62401,443,UDP,1292,1250,64,,,,510,2.147492882155891
6.6e-05,10.129.219.246,31.13.87.1,62401,443,UDP,122,80,64,,,,511,2.147492882155891
0.236181,31.13.87.1,10.129.219.246,443,62401,UDP,1274,1232,54,,,,512,0.9675180692604248
7.5e-05,31.13.87.1,10.129.219.246,443,62401,UDP,818,776,54,,,,513,0.9675180692604248
0.008145,10.129.219.246,31.13.87.1,62401,443,UDP,195,153,64,,,,514,2.147492882155891
0.000439,31.13.87.1,10.129.219.246,443,62401,UDP,122,80,54,,,,515,0.9675180692604248
0.000241,10.129.219.246,31.13.87.1,62401,443,UDP,1185,1143,64,,,,516,2.147492882155891
3.6e-05,10.129.219.246,31.13.87.1,62401,443,UDP,1123,1081,64,,,,517,2.147492882155891
0.003889,31.13.87.1,10.129.219.246,443,62401,UDP,81,39,54,,,,518,0.9675180692604248
0.000141,31.13.87.1,10.129.219.246,443,62401,UDP,154,112,54,,,,519,0.9675180692604248
0.000158,31.13.87.1,10.129.219.246,443,62401,UDP,314,272,54,,,,520,0.9675180692604248
0.004163,10.129.219.246,31.13.87.1,62401,443,UDP,77,35,64,,,,521,2.147492882155891
0.000456,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,,,,522,0.9675180692604248
0.000322,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,,,,523,0.9675180692604248
0.023939,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,,,,524,0.9675180692604248
2e-06,31.13.87.1,10.129.219.246,443,62401,UDP,66,24,54,,,,525,0.9675180692604248
0.024734,10.129.219.246,31.13.87.1,62401,443,UDP,78,36,64,,,,526,2.147492882155891
0.118712,31.13.87.1,10.129.219.246,443,62401,UDP,1274,1232,54,,,,527,0.9675180692604248
2e-06,31.13.87.1,10.129.219.246,443,62401,UDP,1274,1232,54,,,,528,0.9675180692604248
1e-06,31.13.87.1,10.129.219.246,443,62401,UDP,218,176,54,,,,529,0.9675180692604248
1e-06,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,,,,530,0.9675180692604248
0.118781,10.129.219.246,31.13.87.1,62401,443,UDP,76,34,64,,,,531,2.147492882155891
4.6e-05,10.129.219.246,31.13.87.1,62401,443,UDP,80,38,64,,,,532,2.147492882155891
0.018448,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,,,,533,0.9675180692604248
0.134867,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,534,0.9675180692604248
0.153132,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,535,2.147492882155891
0.000823,31.13.87.1,10.129.219.246,443,55718,TCP,96,30,54,PA,24.0,824.0,536,0.9675180692604248
0.000743,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,537,2.147492882155891
0.000398,31.13.87.1,10.129.219.246,443,55643,TCP,96,30,54,PA,24.0,321.0,538,0.9675180692604248
0.000395,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,539,2.147492882155891
0.962204,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,540,0.9675180692604248
3e-06,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,541,0.9675180692604248
3e-06,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,321.0,542,0.9675180692604248
0.962497,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,543,2.147492882155891
0.000104,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,544,2.147492882155891
2.5e-05,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,545,2.147492882155891
0.819222,10.129.219.246,10.129.236.81,7000,49575,TCP,78,0,64,SA,18.0,65535.0,548,2.147492882155891
0.011503,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,A,16.0,2055.0,549,1.49694819810934
0.010833,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2055.0,551,2.147492882155891
0.000271,10.129.236.81,10.129.219.246,49575,7000,TCP,107,41,64,PA,24.0,2055.0,552,1.49694819810934
0.000208,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2054.0,554,2.147492882155891
0.262464,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,556,2.147492882155891
0.000325,10.129.219.246,31.13.87.4,55716,443,TCP,289,223,64,PA,24.0,2048.0,557,2.147492882155891
0.00341,10.129.219.246,140.112.254.4,55822,53,UDP,75,0,64,,,,558,2.147492882155891
8.576132,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,559,0.9072501420142111
13.990628,140.112.254.4,10.129.219.246,53,55822,UDP,91,0,59,,,,560,0.29308648107064567
0.000216,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,561,0.9072501420142111
0.004021,10.129.219.246,140.112.254.4,11633,53,UDP,75,0,64,,,,562,2.147492882155891
8.8e-05,10.129.219.246,140.112.254.4,62362,53,UDP,75,0,64,,,,563,2.147492882155891
0.004397,140.112.254.4,10.129.219.246,53,11633,UDP,91,0,59,,,,564,0.29308648107064567
0.001035,140.112.254.4,10.129.219.246,53,62362,UDP,132,0,59,,,,565,0.29308648107064567
0.004298,10.129.219.246,142.250.196.195,64556,443,UDP,1292,1250,64,,,,566,2.147492882155891
2.2e-05,10.129.219.246,142.250.196.195,64556,443,UDP,1292,1250,64,,,,567,2.147492882155891
0.000165,10.129.219.246,142.250.196.195,64556,443,UDP,122,80,64,,,,568,2.147492882155891
0.000327,10.129.219.246,142.250.196.195,64556,443,UDP,547,505,64,,,,569,2.147492882155891
2e-06,142.250.196.195,10.129.219.246,443,64556,UDP,1292,1250,58,,,,571,0.3626004040072059
0.004124,142.250.196.195,10.129.219.246,443,64556,UDP,1292,1250,58,,,,572,0.3626004040072059
4e-06,142.250.196.195,10.129.219.246,443,64556,UDP,346,304,58,,,,573,0.3626004040072059
0.008873,10.129.219.246,142.250.196.195,64556,443,UDP,120,78,64,,,,574,2.147492882155891
0.000568,142.250.196.195,10.129.219.246,443,64556,UDP,986,944,58,,,,575,0.3626004040072059
4e-06,142.250.196.195,10.129.219.246,443,64556,UDP,67,25,58,,,,576,0.3626004040072059
0.000263,10.129.219.246,142.250.196.195,64556,443,UDP,73,31,64,,,,577,2.147492882155891
0.000693,142.250.196.195,10.129.219.246,443,64556,UDP,64,22,58,,,,578,0.3626004040072059
0.004292,142.250.196.195,10.129.219.246,443,64556,UDP,162,120,58,,,,579,0.3626004040072059
0.005,10.129.219.246,142.250.196.195,64556,443,UDP,73,31,64,,,,580,2.147492882155891
0.004839,142.250.196.195,10.129.219.246,443,64556,UDP,570,528,58,,,,581,0.3626004040072059
0.034957,10.129.219.246,142.250.196.195,64556,443,UDP,78,36,64,,,,582,2.147492882155891
0.032298,142.250.196.195,10.129.219.246,443,64556,UDP,570,528,58,,,,583,0.3626004040072059
0.002277,10.129.219.246,142.250.196.195,64556,443,UDP,75,33,64,,,,584,2.147492882155891
0.001459,142.250.196.195,10.129.219.246,443,64556,UDP,67,25,58,,,,585,0.3626004040072059
0.238075,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,586,0.9072501420142111
0.18037,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,587,2.147492882155891
0.001155,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,588,0.9072501420142111
0.000909,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,589,2.147492882155891
0.018097,31.13.87.4,10.129.219.246,443,55716,TCP,109,43,54,PA,24.0,2043.0,590,0.9072501420142111
0.018216,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,591,2.147492882155891
0.000747,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,592,2.147492882155891
0.004647,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,593,0.9072501420142111
1.880497,10.129.219.246,10.129.236.81,7000,49575,TCP,1436,1370,64,A,16.0,2054.0,597,2.147492882155891
3e-05,10.129.219.246,10.129.236.81,7000,49575,TCP,620,554,64,PA,24.0,2054.0,598,2.147492882155891
4e-06,10.129.219.246,10.129.236.81,7000,49575,TCP,1436,1370,64,PA,24.0,2054.0,599,2.147492882155891
4e-06,10.129.219.246,10.129.236.81,7000,49575,TCP,1436,1370,64,A,16.0,2054.0,600,2.147492882155891
4e-06,10.129.219.246,10.129.236.81,7000,49575,TCP,1254,1188,64,A,16.0,2054.0,601,2.147492882155891
5e-06,10.129.219.246,10.129.236.81,7000,49575,TCP,1254,1188,64,A,16.0,2054.0,602,2.147492882155891
4e-06,10.129.219.246,10.129.236.81,7000,49575,TCP,1254,1188,64,A,16.0,2054.0,603,2.147492882155891
23.498217,31.13.87.53,10.129.219.246,443,55631,TCP,136,70,54,PA,24.0,468.0,604,0.0828079214935894
0.062435,10.129.219.246,31.13.87.53,55631,443,TCP,66,0,64,A,16.0,2046.0,605,2.147492882155891
1.955075,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,606,0.9072501420142111
4e-06,31.13.87.4,10.129.219.246,443,55629,TCP,209,143,54,PA,24.0,2043.0,607,0.9072501420142111
0.015992,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2024.0,608,2.147492882155891
0.001288,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,609,0.9072501420142111
3e-06,31.13.87.4,10.129.219.246,443,55629,TCP,1255,1189,54,PA,24.0,2043.0,610,0.9072501420142111
2e-06,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,611,0.9072501420142111
2e-06,31.13.87.4,10.129.219.246,443,55629,TCP,343,277,54,PA,24.0,2043.0,612,0.9072501420142111
0.001194,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,1982.0,613,2.147492882155891
8.9e-05,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2048.0,614,2.147492882155891
0.000436,10.129.219.246,31.13.87.4,55629,443,TCP,102,36,64,PA,24.0,2048.0,615,2.147492882155891
0.004099,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,616,0.9072501420142111
3.164581,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,A,16.0,2024.0,617,1.49694819810934
6e-06,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,618,1.49694819810934
0.000747,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,619,1.49694819810934
2e-06,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,620,1.49694819810934
1e-06,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,621,1.49694819810934
1e-06,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,622,1.49694819810934
2e-06,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,FA,17.0,2048.0,623,1.49694819810934
2e-06,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,FA,17.0,2048.0,624,1.49694819810934
0.678026,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2054.0,625,2.147492882155891
6.1e-05,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2054.0,626,2.147492882155891
0.000162,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,FA,17.0,2054.0,627,2.147492882155891
0.006214,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,A,16.0,2048.0,628,1.49694819810934
1.075327,10.129.219.246,31.13.87.1,55630,443,TCP,98,32,64,PA,24.0,2048.0,629,2.147492882155891
5.077824,31.13.87.1,10.129.219.246,443,55630,TCP,66,0,54,A,16.0,293.0,630,0.9675180692604248
0.112765,31.13.87.1,10.129.219.246,443,55630,TCP,94,28,54,PA,24.0,293.0,631,0.9675180692604248
0.119064,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,632,2.147492882155891
1.055392,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,321.0,633,0.9675180692604248
5e-06,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,634,0.9675180692604248
3e-06,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,635,0.9675180692604248
1.055507,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,636,2.147492882155891
9.4e-05,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,637,2.147492882155891
3.1e-05,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,638,2.147492882155891
0.008602,10.129.219.246,31.13.87.1,55643,443,TCP,311,245,64,PA,24.0,2048.0,639,2.147492882155891
0.012303,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,331.0,640,0.9675180692604248
0.112216,31.13.87.1,10.129.219.246,443,55643,TCP,96,30,54,PA,24.0,331.0,641,0.9675180692604248
0.115676,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,642,2.147492882155891
0.013491,31.13.87.1,10.129.219.246,443,55643,TCP,403,337,54,PA,24.0,331.0,643,0.9675180692604248
0.013432,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2042.0,644,2.147492882155891
4.71077,10.129.219.246,31.13.87.1,55643,443,TCP,98,32,64,PA,24.0,2048.0,645,2.147492882155891
0.000578,10.129.219.246,31.13.87.1,55644,443,TCP,98,32,64,PA,24.0,2048.0,646,2.147492882155891
4.717747,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,331.0,647,0.9675180692604248
0.000398,31.13.87.1,10.129.219.246,443,55644,TCP,66,0,54,A,16.0,299.0,648,0.9675180692604248
0.092957,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,649,0.9675180692604248
0.09991,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,650,2.147492882155891
0.000325,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,331.0,651,0.9675180692604248
8.5e-05,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,652,2.147492882155891
0.000911,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,653,0.9675180692604248
0.00093,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,654,2.147492882155891
0.017443,31.13.87.1,10.129.219.246,443,55643,TCP,94,28,54,PA,24.0,331.0,655,0.9675180692604248
0.017619,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,656,2.147492882155891
0.000759,31.13.87.1,10.129.219.246,443,55644,TCP,94,28,54,PA,24.0,299.0,657,0.9675180692604248
0.000582,10.129.219.246,31.13.87.1,55644,443,TCP,66,0,64,A,16.0,2047.0,658,2.147492882155891
0.880496,10.129.219.246,31.13.87.4,55716,443,TCP,95,29,64,PA,24.0,2048.0,659,2.147492882155891
8.781609,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,660,0.9072501420142111
0.286113,31.13.87.4,10.129.219.246,443,55716,TCP,91,25,54,PA,24.0,2043.0,661,0.9072501420142111
0.294593,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,662,2.147492882155891
1.707127,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,663,2.147492882155891
0.000371,10.129.219.246,31.13.87.1,55718,443,TCP,98,32,64,PA,24.0,2048.0,664,2.147492882155891
0.000244,10.129.219.246,31.13.87.1,55715,443,TCP,98,32,64,PA,24.0,2048.0,665,2.147492882155891
2.887915,31.13.87.1,10.129.219.246,443,55715,TCP,66,0,54,A,16.0,299.0,666,0.9675180692604248
1.713198,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,667,0.9072501420142111
0.000433,31.13.87.1,10.129.219.246,443,55718,TCP,66,0,54,A,16.0,824.0,668,0.9675180692604248
0.024244,10.129.219.246,31.13.87.53,55631,443,TCP,135,69,64,PA,24.0,2048.0,669,2.147492882155891
10.825238,31.13.87.53,10.129.219.246,443,55631,TCP,66,0,54,A,16.0,468.0,670,0.0828079214935894
0.112705,31.13.87.1,10.129.219.246,443,55715,TCP,94,28,54,PA,24.0,299.0,671,0.9675180692604248
5e-06,31.13.87.1,10.129.219.246,443,55718,TCP,94,28,54,PA,24.0,824.0,672,0.9675180692604248
0.094218,10.129.219.246,31.13.87.1,55715,443,TCP,66,0,64,A,16.0,2047.0,673,2.147492882155891
8.6e-05,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,674,2.147492882155891
0.113016,31.13.87.53,10.129.219.246,443,55631,TCP,137,71,54,PA,24.0,468.0,675,0.0828079214935894
0.022601,10.129.219.246,31.13.87.53,55631,443,TCP,66,0,64,A,16.0,2046.0,676,2.147492882155891
0.2397,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,677,0.9072501420142111
0.103964,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,678,2.147492882155891
4.648592,10.129.219.246,20.50.73.10,55764,443,TCP,54,0,64,A,16.0,2048.0,679,2.147492882155891
0.11186,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,680,2.147492882155891
8e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,681,2.147492882155891
1e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,682,2.147492882155891
1e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,683,2.147492882155891
2e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,684,2.147492882155891
3.3e-05,10.129.219.246,31.13.87.4,55716,443,TCP,214,148,64,PA,24.0,2048.0,685,2.147492882155891
4.764926,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,686,0.9072501420142111
0.000363,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2040.0,687,0.9072501420142111
0.000155,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,688,0.9072501420142111
0.000344,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,689,0.9072501420142111
3e-06,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,690,0.9072501420142111
45.212772,20.50.73.10,10.129.219.246,443,55764,TCP,66,0,106,A,16.0,16386.0,691,0.4129972559792443
0.238051,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,692,0.9072501420142111
0.243358,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,693,2.147492882155891
0.020986,31.13.87.4,10.129.219.246,443,55716,TCP,110,44,54,PA,24.0,2043.0,694,0.9072501420142111
0.020875,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,695,2.147492882155891
0.000712,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,696,2.147492882155891
0.004181,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,697,0.9072501420142111
0.829227,10.129.219.246,31.13.87.1,55630,443,TCP,98,32,64,PA,24.0,2048.0,698,2.147492882155891
5.988914,31.13.87.1,10.129.219.246,443,55630,TCP,66,0,54,A,16.0,293.0,699,0.9675180692604248
0.112775,31.13.87.1,10.129.219.246,443,55630,TCP,94,28,54,PA,24.0,293.0,700,0.9675180692604248
0.120377,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,701,2.147492882155891
2.848809,10.129.219.246,13.107.246.73,55767,443,TCP,54,0,64,A,16.0,2048.0,702,2.147492882155891
45.007751,13.107.246.73,10.129.219.246,443,55767,TCP,66,0,54,A,16.0,83.0,703,0.48360675944276643
4.257833,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,331.0,704,0.9675180692604248
1.2e-05,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,705,0.9675180692604248
3e-06,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,706,0.9675180692604248
1.409077,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,707,2.147492882155891
0.000103,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,708,2.147492882155891
3.7e-05,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,709,2.147492882155891
0.013546,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,710,2.147492882155891
5.221451,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,711,0.9072501420142111
0.289823,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,712,0.9072501420142111
0.293691,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,713,2.147492882155891
2.214072,10.129.219.246,31.13.87.1,55643,443,TCP,98,32,64,PA,24.0,2048.0,714,2.147492882155891
0.001412,10.129.219.246,31.13.87.1,55644,443,TCP,98,32,64,PA,24.0,2048.0,715,2.147492882155891
0.000206,10.129.219.246,31.13.87.4,55629,443,TCP,675,609,64,PA,24.0,2048.0,716,2.147492882155891
2.525316,31.13.87.1,10.129.219.246,443,55643,TCP,136,70,54,PA,24.0,331.0,717,0.9675180692604248
0.002061,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2046.0,718,2.147492882155891
0.000308,31.13.87.1,10.129.219.246,443,55718,TCP,136,70,54,PA,24.0,824.0,719,0.9675180692604248
0.000191,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2046.0,720,2.147492882155891
0.001675,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,331.0,721,0.9675180692604248
0.00082,31.13.87.1,10.129.219.246,443,55644,TCP,66,0,54,A,16.0,299.0,722,0.9675180692604248
2.220861,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,723,0.9072501420142111
0.112033,31.13.87.1,10.129.219.246,443,55643,TCP,94,28,54,PA,24.0,331.0,724,0.9675180692604248
0.114661,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,725,2.147492882155891
0.000989,31.13.87.1,10.129.219.246,443,55644,TCP,94,28,54,PA,24.0,299.0,726,0.9675180692604248
0.000881,10.129.219.246,31.13.87.1,55644,443,TCP,66,0,64,A,16.0,2047.0,727,2.147492882155891
0.240083,31.13.87.4,10.129.219.246,443,55629,TCP,98,32,54,PA,24.0,2043.0,728,0.9072501420142111
0.127461,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,729,2.147492882155891
0.003928,31.13.87.4,10.129.219.246,443,55629,TCP,109,43,54,PA,24.0,2043.0,730,0.9072501420142111
0.00368,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,731,2.147492882155891
0.000706,10.129.219.246,31.13.87.4,55629,443,TCP,102,36,64,PA,24.0,2048.0,732,2.147492882155891
0.004467,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,733,0.9072501420142111
0.056911,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,734,0.9072501420142111
6e-06,31.13.87.4,10.129.219.246,443,55629,TCP,209,143,54,PA,24.0,2043.0,735,0.9072501420142111
0.06087,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2024.0,736,2.147492882155891
0.000543,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,737,0.9072501420142111
3e-06,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,PA,24.0,2043.0,738,0.9072501420142111
0.000349,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2005.0,739,2.147492882155891
9.3e-05,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2048.0,740,2.147492882155891
0.003433,31.13.87.4,10.129.219.246,443,55629,TCP,600,534,54,PA,24.0,2043.0,741,0.9072501420142111
0.003357,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2039.0,742,2.147492882155891
