src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,190,148,58,None,,,0
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,126,84,58,None,,,1
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,75,33,64,None,,,2
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,305,263,64,None,,,3
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,71,29,58,None,,,4
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,75,33,64,None,,,5
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,6
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,7
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,8
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,9
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,18
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,78,0,64,S,2.0,65535.0,21
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,22
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,74,0,49,SA,18.0,65160.0,23
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,A,16.0,2070.0,24
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,583,517,64,PA,24.0,2070.0,25
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,66,0,49,A,16.0,3.0,26
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,1506,1440,49,A,16.0,4.0,27
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,A,16.0,2047.0,28
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,1095,1029,49,PA,24.0,4.0,29
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,A,16.0,2031.0,30
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,159,93,64,PA,24.0,2048.0,31
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,117,51,49,PA,24.0,4.0,32
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,A,16.0,2047.0,33
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,392,326,64,PA,24.0,2048.0,34
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,300,234,64,PA,24.0,2048.0,35
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,36
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,37
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,66,0,49,A,16.0,3.0,38
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,1506,1440,49,A,16.0,4.0,39
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,A,16.0,2025.0,40
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,1320,1254,49,PA,24.0,4.0,41
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,A,16.0,2028.0,42
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,97,31,64,PA,24.0,2048.0,43
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,66,0,64,FA,17.0,2048.0,44
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,97,31,49,PA,24.0,4.0,45
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,54,0,64,R,4.0,0.0,46
17.242.184.19,192.168.1.105,443.0,62979.0,TCP,66,0,49,FA,17.0,4.0,47
192.168.1.105,17.242.184.19,62979.0,443.0,TCP,54,0,64,R,4.0,0.0,48
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,147,105,58,None,,,49
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,79,37,64,None,,,50
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,51
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,52
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,53
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,54
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,55
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,56
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,57
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,78,0,64,S,2.0,65535.0,59
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,74,0,53,SA,18.0,31856.0,61
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2070.0,62
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,583,517,64,PA,24.0,2070.0,63
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,66,0,53,A,16.0,63.0,64
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,1506,1440,53,A,16.0,63.0,65
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,1506,1440,53,PA,24.0,63.0,66
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,774,708,53,PA,24.0,63.0,67
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2013.0,68
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,146,80,64,PA,24.0,2048.0,69
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,369,303,53,PA,24.0,63.0,70
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2043.0,71
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,369,303,53,PA,24.0,63.0,72
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,128,62,53,PA,24.0,63.0,73
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2042.0,74
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,1296,1230,64,PA,24.0,2048.0,75
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,97,31,64,PA,24.0,2048.0,76
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,437,371,64,PA,24.0,2048.0,77
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,97,31,64,PA,24.0,2048.0,78
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,79
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,97,31,53,PA,24.0,63.0,80
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2047.0,81
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,66,0,53,A,16.0,63.0,82
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,83
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,84
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,85
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,692,626,53,PA,24.0,63.0,86
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,97,31,53,PA,24.0,63.0,87
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2037.0,88
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,90
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,91
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,214,148,64,PA,24.0,2048.0,92
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,436,370,64,PA,24.0,2048.0,93
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,97,31,64,PA,24.0,2048.0,94
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,66,0,53,A,16.0,63.0,95
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,692,626,53,PA,24.0,63.0,96
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,97,31,53,PA,24.0,63.0,97
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2038.0,98
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2047.0,99
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,283,217,64,PA,24.0,2048.0,100
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,1121,1055,64,PA,24.0,2048.0,101
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,1121,1055,64,PA,24.0,2048.0,102
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,171,105,64,PA,24.0,2048.0,103
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,97,31,64,PA,24.0,2048.0,104
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,66,0,53,A,16.0,63.0,105
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,101,35,53,PA,24.0,63.0,106
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,66,0,53,A,16.0,63.0,107
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2047.0,108
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,101,35,53,PA,24.0,63.0,109
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2047.0,110
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,111
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,66,0,53,A,16.0,63.0,112
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,113
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,722,656,53,PA,24.0,63.0,116
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2037.0,117
17.248.223.66,192.168.1.105,443.0,62980.0,TCP,97,31,53,PA,24.0,63.0,118
192.168.1.105,17.248.223.66,62980.0,443.0,TCP,66,0,64,A,16.0,2047.0,119
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,125
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,127
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,140
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,141
192.168.1.105,35.244.180.134,64720.0,443.0,UDP,71,29,64,None,,,192
35.244.180.134,192.168.1.105,443.0,64720.0,UDP,67,25,58,None,,,193
192.168.1.105,35.244.233.98,52394.0,443.0,UDP,1292,1250,64,None,,,268
