src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index
192.168.1.102,224.0.0.251,5353.0,5353.0,UDP,367,0,255,None,,,9
52.178.17.3,192.168.1.105,443.0,49213.0,TCP,54,0,104,RA,20.0,0.0,13
20.27.177.116,192.168.1.105,443.0,49321.0,TCP,105,39,47,PA,24.0,81.0,24
192.168.1.105,20.27.177.116,49321.0,443.0,TCP,66,0,64,A,16.0,2047.0,25
20.27.177.116,192.168.1.105,443.0,49321.0,TCP,90,24,47,PA,24.0,81.0,26
20.27.177.116,192.168.1.105,443.0,49321.0,TCP,66,0,47,FA,17.0,81.0,27
192.168.1.105,20.27.177.116,49321.0,443.0,TCP,66,0,64,FA,17.0,2048.0,28
192.168.1.105,20.27.177.116,49321.0,443.0,TCP,54,0,64,R,4.0,0.0,29
192.168.1.105,20.27.177.116,49321.0,443.0,TCP,54,0,64,R,4.0,0.0,30
20.27.177.116,192.168.1.105,443.0,49321.0,TCP,54,0,47,R,4.0,0.0,31
20.27.177.116,192.168.1.105,443.0,49321.0,TCP,54,0,47,R,4.0,0.0,32
20.189.173.12,192.168.1.105,443.0,56112.0,TCP,54,0,108,RA,20.0,0.0,37
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,105,39,53,PA,24.0,63.0,42
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,90,24,53,PA,24.0,63.0,43
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,66,0,53,FA,17.0,63.0,44
192.168.1.105,17.248.223.65,56189.0,443.0,TCP,66,0,64,A,16.0,2047.0,45
192.168.1.105,17.248.223.65,56189.0,443.0,TCP,105,39,64,PA,24.0,2048.0,46
192.168.1.105,17.248.223.65,56189.0,443.0,TCP,90,24,64,PA,24.0,2048.0,47
192.168.1.105,17.248.223.65,56189.0,443.0,TCP,66,0,64,A,16.0,2047.0,48
192.168.1.105,17.248.223.65,56189.0,443.0,TCP,54,0,64,RA,20.0,2047.0,49
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,66,0,53,A,16.0,63.0,50
192.168.1.105,17.248.223.65,56189.0,443.0,TCP,54,0,64,R,4.0,0.0,51
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,66,0,53,RA,20.0,63.0,52
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,54,0,53,R,4.0,0.0,53
17.248.223.65,192.168.1.105,443.0,56189.0,TCP,54,0,53,R,4.0,0.0,55
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,78,0,64,SEC,194.0,65535.0,90
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,74,0,53,SAE,82.0,31856.0,93
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2070.0,94
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,583,517,64,PA,24.0,2070.0,95
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,66,0,53,A,16.0,63.0,96
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,97
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,98
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,660,594,53,PA,24.0,63.0,99
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2047.0,100
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2016.0,101
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,146,80,64,PA,24.0,2048.0,103
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,476,410,64,PA,24.0,2048.0,104
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,369,303,53,PA,24.0,63.0,105
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,369,303,53,PA,24.0,63.0,106
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2043.0,107
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,128,62,53,PA,24.0,63.0,108
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2042.0,109
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,97,31,64,PA,24.0,2048.0,110
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,97,31,53,PA,24.0,63.0,111
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2047.0,112
192.168.1.105,17.171.98.34,56203.0,443.0,TCP,78,0,64,SEC,194.0,65535.0,114
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,66,0,53,A,16.0,63.0,115
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,116
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2025.0,117
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,118
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,119
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,120
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,121
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,122
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,123
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,124
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,125
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,126
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,127
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,128
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,129
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,130
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,131
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,132
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2025.0,133
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,134
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,135
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,136
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,137
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2025.0,138
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,139
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,140
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,141
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,142
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,143
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,144
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,145
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,146
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,147
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,148
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,149
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,150
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,151
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,152
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,153
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,154
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,155
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,156
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,157
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,158
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,159
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,160
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,161
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,162
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,163
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,164
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,165
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,166
192.168.1.105,17.248.223.66,56202.0,443.0,TCP,66,0,64,A,16.0,2048.0,167
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,168
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,PA,24.0,63.0,169
17.248.223.66,192.168.1.105,443.0,56202.0,TCP,1506,1440,53,A,16.0,63.0,170
