timestamp,src_ip,dst_ip,src_port,dst_port,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window
1747319109.754228,34.36.137.203,192.168.167.253,443,56000,85,43,53,,,
1747319109.754228,34.36.137.203,192.168.167.253,443,58862,1466,1400,116,A,16.0,1048.0
1747319109.754263,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319109.76391,192.168.167.253,192.168.167.35,41836,53,70,0,64,,,
1747319109.764029,192.168.167.253,192.168.167.35,52687,53,70,0,64,,,
1747319109.764701,34.36.137.203,192.168.167.253,443,58862,1466,1400,116,PA,24.0,1048.0
1747319109.764702,34.36.137.203,192.168.167.253,443,58862,1466,1400,116,A,16.0,1048.0
1747319109.764714,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319109.764738,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319109.765173,34.36.137.203,192.168.167.253,443,58862,374,308,116,PA,24.0,1048.0
1747319109.765173,34.36.137.203,192.168.167.253,443,56000,85,43,53,,,
1747319109.765192,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319109.790617,192.168.167.35,192.168.167.253,53,41836,121,0,64,,,
1747319109.810088,192.168.167.35,192.168.167.253,53,52687,133,0,64,,,
1747319109.818796,192.168.167.253,34.36.137.203,56000,443,175,133,64,,,
1747319109.818826,192.168.167.253,34.36.137.203,56000,443,109,67,64,,,
1747319109.819052,192.168.167.253,34.36.137.203,56000,443,188,146,64,,,
1747319109.838867,192.168.167.253,34.36.137.203,58854,443,130,64,64,PA,24.0,249.0
1747319109.839388,192.168.167.253,34.36.137.203,58854,443,236,170,64,PA,24.0,249.0
1747319109.86753,34.36.137.203,192.168.167.253,443,56000,613,571,53,,,
1747319109.86753,34.36.137.203,192.168.167.253,443,56000,165,123,53,,,
1747319109.867531,34.36.137.203,192.168.167.253,443,56000,68,26,53,,,
1747319109.869215,192.168.167.253,34.36.137.203,56000,443,73,31,64,,,
1747319109.887096,34.36.137.203,192.168.167.253,443,58854,684,618,116,PA,24.0,1048.0
1747319109.887096,34.36.137.203,192.168.167.253,443,58854,97,31,116,PA,24.0,1048.0
1747319109.88712,192.168.167.253,34.36.137.203,58854,443,66,0,64,A,16.0,249.0
1747319109.88715,192.168.167.253,34.36.137.203,58854,443,66,0,64,A,16.0,249.0
1747319109.887454,192.168.167.253,34.36.137.203,58854,443,97,31,64,PA,24.0,249.0
1747319109.889597,34.36.137.203,192.168.167.253,443,56000,69,27,53,,,
1747319109.911926,192.168.167.253,192.168.167.35,47774,53,75,0,64,,,
1747319109.91231,192.168.167.253,192.168.167.35,49306,53,75,0,64,,,
1747319109.912419,192.168.167.253,192.168.167.35,37916,53,76,0,64,,,
1747319109.912534,192.168.167.253,192.168.167.35,34016,53,76,0,64,,,
1747319109.913851,192.168.167.253,192.168.167.35,41716,53,73,0,64,,,
1747319109.913994,192.168.167.253,192.168.167.35,38366,53,73,0,64,,,
1747319109.914296,192.168.167.253,192.168.167.35,44804,53,71,0,64,,,
1747319109.914472,192.168.167.253,192.168.167.35,54215,53,71,0,64,,,
1747319109.919567,192.168.167.35,192.168.167.253,53,44804,103,0,64,,,
1747319109.925201,192.168.167.253,34.36.137.203,42229,443,82,40,64,,,
1747319109.925234,192.168.167.253,34.36.137.203,42229,443,82,40,64,,,
1747319109.927188,192.168.167.35,192.168.167.253,53,54215,127,0,64,,,
1747319109.927752,34.36.137.203,192.168.167.253,443,58854,66,0,116,A,16.0,1048.0
1747319109.929193,192.168.167.253,192.168.167.35,54703,53,77,0,64,,,
1747319109.929363,192.168.167.253,192.168.167.35,44167,53,77,0,64,,,
1747319109.92969,192.168.167.253,192.168.167.35,56089,53,87,0,64,,,
1747319109.929827,192.168.167.253,192.168.167.35,49813,53,87,0,64,,,
1747319109.964821,34.36.137.203,192.168.167.253,443,42229,84,42,52,,,
1747319109.965058,192.168.167.35,192.168.167.253,53,47774,189,0,64,,,
1747319109.965338,192.168.167.35,192.168.167.253,53,49306,221,0,64,,,
1747319109.965339,192.168.167.35,192.168.167.253,53,37916,92,0,64,,,
1747319109.965339,192.168.167.35,192.168.167.253,53,41716,127,0,64,,,
1747319109.965339,192.168.167.35,192.168.167.253,53,34016,157,0,64,,,
1747319109.965339,192.168.167.35,192.168.167.253,53,38366,172,0,64,,,
1747319109.965661,192.168.167.253,192.168.167.35,39554,53,84,0,64,,,
1747319109.966185,192.168.167.253,192.168.167.35,55109,53,84,0,64,,,
1747319109.966314,192.168.167.253,192.168.167.35,50343,53,84,0,64,,,
1747319109.966417,192.168.167.253,192.168.167.35,60165,53,75,0,64,,,
1747319109.966512,192.168.167.253,192.168.167.35,53519,53,75,0,64,,,
1747319109.971623,192.168.167.35,192.168.167.253,53,39554,84,0,64,,,
1747319109.974148,192.168.167.35,192.168.167.253,53,54703,122,0,64,,,
1747319109.974193,192.168.167.35,192.168.167.253,53,44167,134,0,64,,,
1747319109.974199,192.168.167.35,192.168.167.253,53,56089,103,0,64,,,
1747319109.976347,192.168.167.35,192.168.167.253,53,49813,115,0,64,,,
1747319109.989526,34.36.137.203,192.168.167.253,443,56000,159,117,53,,,
1747319109.989861,192.168.167.253,34.36.137.203,56000,443,78,36,64,,,
1747319110.017559,192.168.167.35,192.168.167.253,53,55109,121,0,64,,,
1747319110.017701,192.168.167.35,192.168.167.253,53,60165,91,0,64,,,
1747319110.017733,192.168.167.35,192.168.167.253,53,50343,133,0,64,,,
1747319110.025503,192.168.167.35,192.168.167.253,53,53519,126,0,64,,,
1747319110.047277,192.168.167.253,34.36.137.203,58862,443,130,64,64,PA,24.0,249.0
1747319110.047483,192.168.167.253,34.36.137.203,42229,443,175,133,64,,,
1747319110.047504,192.168.167.253,34.36.137.203,42229,443,112,70,64,,,
1747319110.047632,192.168.167.253,34.36.137.203,58862,443,236,170,64,PA,24.0,249.0
1747319110.047719,192.168.167.253,34.36.137.203,58862,443,261,195,64,PA,24.0,249.0
1747319110.047746,192.168.167.253,34.36.137.203,58862,443,294,228,64,PA,24.0,249.0
1747319110.057287,192.168.167.253,192.168.167.35,34572,53,85,0,64,,,
1747319110.057402,192.168.167.253,192.168.167.35,58879,53,85,0,64,,,
1747319110.079395,34.36.137.203,192.168.167.253,443,56000,69,27,53,,,
1747319110.091003,34.36.137.203,192.168.167.253,443,58862,684,618,116,PA,24.0,1048.0
1747319110.091018,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319110.09135,192.168.167.253,34.36.137.203,58862,443,97,31,64,PA,24.0,249.0
1747319110.093674,192.168.167.35,192.168.167.253,53,34572,101,0,64,,,
1747319110.100269,34.36.137.203,192.168.167.253,443,42229,613,571,52,,,
1747319110.10027,34.36.137.203,192.168.167.253,443,42229,166,124,52,,,
1747319110.10027,34.36.137.203,192.168.167.253,443,42229,68,26,52,,,
1747319110.10027,34.36.137.203,192.168.167.253,443,58862,66,0,116,A,16.0,1046.0
1747319110.10027,34.36.137.203,192.168.167.253,443,58862,97,31,116,PA,24.0,1046.0
1747319110.100426,192.168.167.35,192.168.167.253,53,58879,166,0,64,,,
1747319110.100713,192.168.167.253,34.36.137.203,42229,443,73,31,64,,,
1747319110.117755,192.168.167.253,192.168.167.35,55350,53,85,0,64,,,
1747319110.118736,192.168.167.253,192.168.167.35,37116,53,90,0,64,,,
1747319110.118934,192.168.167.253,192.168.167.35,43755,53,90,0,64,,,
1747319110.125792,192.168.167.35,192.168.167.253,53,55350,85,0,64,,,
1747319110.126346,192.168.167.253,34.107.243.93,46322,443,74,0,64,S,2.0,32120.0
1747319110.137518,34.36.137.203,192.168.167.253,443,58862,66,0,116,A,16.0,1046.0
1747319110.14129,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319110.155141,192.168.167.35,192.168.167.253,53,37116,165,0,64,,,
1747319110.172116,192.168.167.253,34.107.243.93,46322,443,66,0,64,A,16.0,251.0
1747319110.172131,192.168.167.35,192.168.167.253,53,43755,228,0,64,,,
1747319110.172439,192.168.167.253,192.168.167.35,44715,53,105,0,64,,,
1747319110.175405,192.168.167.35,192.168.167.253,53,44715,105,0,64,,,
1747319110.176627,192.168.167.253,34.107.243.93,46322,443,739,673,64,PA,24.0,251.0
1747319110.17696,192.168.167.253,34.120.208.123,43070,443,74,0,64,S,2.0,32120.0
1747319110.235827,34.107.243.93,192.168.167.253,443,46322,66,0,116,A,16.0,1048.0
1747319110.235828,34.36.137.203,192.168.167.253,443,58862,211,145,116,PA,24.0,1046.0
1747319110.235828,34.36.137.203,192.168.167.253,443,58862,1265,1199,116,PA,24.0,1046.0
1747319110.235828,34.36.137.203,192.168.167.253,443,58862,105,39,116,PA,24.0,1046.0
1747319110.235829,34.107.243.93,192.168.167.253,443,46322,2866,2800,116,PA,24.0,1048.0
1747319110.235829,34.107.243.93,192.168.167.253,443,46322,382,316,116,PA,24.0,1048.0
1747319110.235851,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319110.235862,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319110.235869,192.168.167.253,34.36.137.203,58862,443,66,0,64,A,16.0,249.0
1747319110.235874,192.168.167.253,34.107.243.93,46322,443,66,0,64,A,16.0,249.0
1747319110.235881,192.168.167.253,34.107.243.93,46322,443,66,0,64,A,16.0,249.0
1747319110.237576,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,251.0
1747319110.24174,192.168.167.253,34.36.137.203,58862,443,105,39,64,PA,24.0,249.0
1747319110.244503,192.168.167.253,34.120.208.123,43070,443,744,678,64,PA,24.0,251.0
1747319110.293566,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1048.0
1747319110.295472,34.36.137.203,192.168.167.253,443,58862,66,0,116,A,16.0,1046.0
1747319110.308256,34.120.208.123,192.168.167.253,443,43070,2866,2800,116,PA,24.0,1048.0
1747319110.308277,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.30857,34.120.208.123,192.168.167.253,443,43070,780,714,116,PA,24.0,1048.0
1747319110.308575,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.317034,192.168.167.253,34.107.243.93,46322,443,130,64,64,PA,24.0,249.0
1747319110.31731,192.168.167.253,34.107.243.93,46322,443,236,170,64,PA,24.0,249.0
1747319110.318389,192.168.167.253,192.168.167.35,45805,53,77,0,64,,,
1747319110.319051,192.168.167.253,192.168.167.35,52543,53,77,0,64,,,
1747319110.36346,34.107.243.93,192.168.167.253,443,46322,684,618,116,PA,24.0,1048.0
1747319110.363476,192.168.167.253,34.107.243.93,46322,443,66,0,64,A,16.0,249.0
1747319110.363986,192.168.167.35,192.168.167.253,53,45805,198,0,64,,,
1747319110.365491,192.168.167.253,34.107.243.93,46322,443,97,31,64,PA,24.0,249.0
1747319110.367672,192.168.167.35,192.168.167.253,53,52543,241,0,64,,,
1747319110.367676,34.107.243.93,192.168.167.253,443,46322,97,31,116,PA,24.0,1048.0
1747319110.367934,192.168.167.253,192.168.167.35,39630,53,83,0,64,,,
1747319110.373677,192.168.167.35,192.168.167.253,53,39630,83,0,64,,,
1747319110.379021,192.168.167.253,184.50.179.49,51292,80,74,0,64,S,2.0,32120.0
1747319110.379274,192.168.167.253,34.107.243.93,46326,443,74,0,64,S,2.0,32120.0
1747319110.408227,192.168.167.253,34.107.243.93,46322,443,66,0,64,A,16.0,249.0
1747319110.412833,34.107.243.93,192.168.167.253,443,46326,74,0,116,SA,18.0,65535.0
1747319110.412862,192.168.167.253,184.50.179.49,51292,80,66,0,64,A,16.0,251.0
1747319110.412881,192.168.167.253,34.107.243.93,46326,443,66,0,64,A,16.0,251.0
1747319110.418974,34.107.243.93,192.168.167.253,443,46322,66,0,116,A,16.0,1048.0
1747319110.422175,192.168.167.253,34.107.243.93,46326,443,1312,1246,64,PA,24.0,251.0
1747319110.422468,192.168.167.253,184.50.179.49,51292,80,490,424,64,PA,24.0,251.0
1747319110.469728,34.107.243.93,192.168.167.253,443,46326,66,0,116,A,16.0,1046.0
1747319110.469729,184.50.179.49,192.168.167.253,80,51292,66,0,51,A,16.0,506.0
1747319110.469729,184.50.179.49,192.168.167.253,80,51292,937,871,51,PA,24.0,506.0
1747319110.469729,34.107.243.93,192.168.167.253,443,46326,284,218,116,PA,24.0,1046.0
1747319110.469758,192.168.167.253,184.50.179.49,51292,80,66,0,64,A,16.0,249.0
1747319110.469771,192.168.167.253,34.107.243.93,46326,443,66,0,64,A,16.0,250.0
1747319110.471621,192.168.167.253,34.107.243.93,46326,443,130,64,64,PA,24.0,250.0
1747319110.471916,192.168.167.253,34.107.243.93,46326,443,690,624,64,PA,24.0,250.0
1747319110.482275,192.168.167.253,34.120.208.123,43070,443,130,64,64,PA,24.0,249.0
1747319110.482659,192.168.167.253,34.120.208.123,43070,443,236,170,64,PA,24.0,249.0
1747319110.482691,192.168.167.253,34.120.208.123,43070,443,465,399,64,PA,24.0,249.0
1747319110.482732,192.168.167.253,34.120.208.123,43070,443,964,898,64,PA,24.0,249.0
1747319110.509872,34.107.243.93,192.168.167.253,443,46326,66,0,116,A,16.0,1046.0
1747319110.521684,34.107.243.93,192.168.167.253,443,46326,66,0,116,A,16.0,1044.0
1747319110.521684,34.120.208.123,192.168.167.253,443,43070,684,618,116,PA,24.0,1048.0
1747319110.521704,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.530468,192.168.167.253,34.120.208.123,43070,443,97,31,64,PA,24.0,249.0
1747319110.546687,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1043.0
1747319110.550924,34.120.208.123,192.168.167.253,443,43070,97,31,116,PA,24.0,1043.0
1747319110.5696,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1043.0
1747319110.601378,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.653825,34.107.243.93,192.168.167.253,443,46326,898,832,116,PA,24.0,1044.0
1747319110.694169,192.168.167.253,34.107.243.93,46326,443,66,0,64,A,16.0,249.0
1747319110.697494,34.120.208.123,192.168.167.253,443,43070,515,449,116,PA,24.0,1043.0
1747319110.697495,34.120.208.123,192.168.167.253,443,43070,157,91,116,PA,24.0,1043.0
1747319110.697495,34.120.208.123,192.168.167.253,443,43070,105,39,116,PA,24.0,1043.0
1747319110.697508,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.697517,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.697523,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319110.698316,192.168.167.253,34.120.208.123,43070,443,105,39,64,PA,24.0,249.0
1747319110.739147,192.168.167.253,34.120.208.123,43070,443,191,125,64,PA,24.0,249.0
1747319110.739183,192.168.167.253,34.120.208.123,43070,443,1528,1462,64,PA,24.0,249.0
1747319110.739264,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.739276,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.739338,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.740079,192.168.167.253,192.168.167.35,37656,53,105,0,64,,,
1747319110.74082,192.168.167.253,34.107.243.93,46326,443,193,127,64,PA,24.0,249.0
1747319110.742739,192.168.167.35,192.168.167.253,53,37656,105,0,64,,,
1747319110.755659,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1043.0
1747319110.755675,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.778513,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1043.0
1747319110.778514,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,1043.0
1747319110.778514,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1038.0
1747319110.778514,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1033.0
1747319110.778532,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.778553,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.77863,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.785394,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1028.0
1747319110.785395,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1023.0
1747319110.785395,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1018.0
1747319110.785395,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1008.0
1747319110.785411,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.785427,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.785503,192.168.167.253,34.120.208.123,43070,443,2866,2800,64,PA,24.0,249.0
1747319110.785511,192.168.167.253,34.120.208.123,43070,443,1301,1235,64,PA,24.0,249.0
1747319110.806124,34.107.243.93,192.168.167.253,443,46326,66,0,116,A,16.0,1044.0
1747319110.806125,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,1003.0
1747319110.806125,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,998.0
1747319110.806125,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,993.0
1747319110.812163,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.812164,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.817538,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.817539,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.82591,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.825911,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.825911,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.825912,34.120.208.123,192.168.167.253,443,43070,78,0,116,A,16.0,993.0
1747319110.825939,192.168.167.253,34.120.208.123,43070,443,1466,1400,64,A,16.0,249.0
1747319110.873756,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,929.0
1747319110.933685,34.107.243.93,192.168.167.253,443,46326,258,192,116,PA,24.0,1044.0
1747319110.933717,192.168.167.253,34.107.243.93,46326,443,66,0,64,A,16.0,249.0
1747319111.045518,34.120.208.123,192.168.167.253,443,43070,134,68,116,PA,24.0,929.0
1747319111.053448,34.120.208.123,192.168.167.253,443,43070,206,140,116,PA,24.0,929.0
1747319111.053457,34.120.208.123,192.168.167.253,443,43070,105,39,116,PA,24.0,929.0
1747319111.053644,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319111.053665,192.168.167.253,34.120.208.123,43070,443,105,39,64,PA,24.0,249.0
1747319111.056859,192.168.167.253,34.120.208.123,43070,443,214,148,64,PA,24.0,249.0
1747319111.056885,192.168.167.253,34.120.208.123,43070,443,749,683,64,PA,24.0,249.0
1747319111.058427,192.168.167.253,192.168.167.35,52653,53,105,0,64,,,
1747319111.065407,192.168.167.35,192.168.167.253,53,52653,105,0,64,,,
1747319111.087946,192.168.167.253,192.168.167.35,47481,53,80,0,64,,,
1747319111.088119,192.168.167.253,192.168.167.35,36392,53,80,0,64,,,
1747319111.088239,192.168.167.253,192.168.167.35,40263,53,77,0,64,,,
1747319111.088336,192.168.167.253,192.168.167.35,35499,53,77,0,64,,,
1747319111.08917,192.168.167.253,192.168.167.35,48143,53,74,0,64,,,
1747319111.089295,192.168.167.253,192.168.167.35,36641,53,74,0,64,,,
1747319111.089395,192.168.167.253,192.168.167.35,57770,53,71,0,64,,,
1747319111.08949,192.168.167.253,192.168.167.35,41509,53,71,0,64,,,
1747319111.089734,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,929.0
1747319111.089734,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,927.0
1747319111.131116,192.168.167.35,192.168.167.253,53,47481,96,0,64,,,
1747319111.148089,192.168.167.35,192.168.167.253,53,36392,108,0,64,,,
1747319111.148089,192.168.167.35,192.168.167.253,53,35499,105,0,64,,,
1747319111.148089,192.168.167.35,192.168.167.253,53,40263,93,0,64,,,
1747319111.148089,192.168.167.35,192.168.167.253,53,48143,90,0,64,,,
1747319111.153705,192.168.167.35,192.168.167.253,53,36641,102,0,64,,,
1747319111.153705,192.168.167.35,192.168.167.253,53,57770,151,0,64,,,
1747319111.153705,192.168.167.35,192.168.167.253,53,41509,183,0,64,,,
1747319111.251736,34.120.208.123,192.168.167.253,443,43070,134,68,116,PA,24.0,927.0
1747319111.251753,34.120.208.123,192.168.167.253,443,43070,357,291,116,PA,24.0,927.0
1747319111.251753,34.120.208.123,192.168.167.253,443,43070,105,39,116,PA,24.0,927.0
1747319111.252778,192.168.167.253,34.120.208.123,43070,443,66,0,64,A,16.0,249.0
1747319111.252811,192.168.167.253,34.120.208.123,43070,443,105,39,64,PA,24.0,249.0
1747319111.270425,192.168.167.253,192.168.167.35,49922,53,73,0,64,,,
1747319111.270539,192.168.167.253,192.168.167.35,60205,53,73,0,64,,,
1747319111.312734,192.168.167.253,34.120.208.123,43070,443,193,127,64,PA,24.0,249.0
1747319111.312762,192.168.167.253,34.120.208.123,43070,443,1524,1458,64,PA,24.0,249.0
1747319111.312861,192.168.167.253,34.120.208.123,43070,443,1289,1223,64,PA,24.0,249.0
1747319111.313656,34.120.208.123,192.168.167.253,443,43070,66,0,116,A,16.0,927.0
