src_ip,packet_count_5s_max,packet_count_5s_mean,packet_count_5s_std,unique_dst_ip_count,log_src_ip_avg_freq
104.18.21.226,3,1.2727272727272727,0.616575453011388,1,0.1260277026775375
125.229.106.76,1,1.0,0.0,1,0.6931471805599453
13.35.7.44,81,35.15527950310559,22.38443309082574,1,1.197277489161941
137.184.249.78,33,14.741935483870968,8.65640818732083,1,1.026140956618756
139.175.74.25,7,2.235294117647059,1.9562693115665752,1,0.15289394333154707
142.250.196.195,26,10.492537313432836,8.606441763626666,1,0.4735219910547154
142.250.196.206,8,4.5,2.29128784747792,1,4.101858972883738
142.250.196.214,162,93.19811320754717,48.197788215776505,1,1.4167575615622545
142.250.198.65,72,35.554054054054056,21.27118460207274,1,0.7680394264015582
142.250.198.68,31,14.225,8.739243388303132,1,0.4731122141811453
142.250.198.72,60,30.5,17.318102282486574,1,3.491644241561621
142.250.198.74,18,8.5625,4.716576486181476,1,0.5854023816362375
142.250.198.78,9,5.0,2.581988897471611,1,4.068272100729287
142.250.204.34,26,10.511627906976743,7.311577607969482,1,0.482581635576434
142.250.204.46,220,107.05065666041276,61.664887979404554,1,1.7724659150928193
142.250.66.67,10,4.642857142857143,2.8437184624849117,1,0.21346144388511457
142.250.66.70,8,4.111111111111111,2.4241582476968255,1,0.14361239615858984
146.75.114.214,138,73.70344827586207,37.43179989369744,1,2.6004721891805977
151.101.78.167,34,14.357142857142858,10.949714996446316,1,0.4106426734767831
162.159.135.234,9,4.333333333333333,1.7838784213679537,1,0.4950039899271007
172.67.218.248,230,112.88065843621399,67.36539815589502,1,2.2246996605357854
184.50.179.49,3,1.2307692307692308,0.5756395979652217,1,0.1197301771965039
185.125.190.56,1,1.0,0.0,1,0.6931471805599453
192.168.167.253,113659,49855.90928529184,35900.629730668246,56,7.06135072093421
192.168.167.35,74,23.918367346938776,19.036845835780156,3,1.1256541824436097
192.168.167.52,112867,56434.0,32581.896415033916,1,10.059621055172821
192.168.167.79,14,5.223529411764706,2.7283973774241437,4,0.5457517988026417
207.211.208.136,13,5.894736842105263,3.625853610452597,1,1.0046791161391815
209.85.165.71,33,14.224489795918368,9.159059986796278,1,0.4301870154907924
211.77.54.224,11,3.3783783783783785,2.869705242904596,1,0.30047623629951004
211.77.55.109,3840,1597.421965801246,923.2884337650812,1,5.461935608960099
211.77.58.12,55,28.0,15.874507866387544,1,5.600641606918503
211.77.58.13,20,10.5,5.766281297335398,1,4.805169618575213
216.239.34.178,24,10.7,7.202545846203734,1,1.356623342719166
23.160.0.0,8,2.933333333333333,2.3795424396766327,1,0.2003302554966657
3.169.117.221,3718,1937.6741573033707,1102.8869023906955,1,4.1148425966089395
3.169.121.118,14,6.75,4.264680527307995,1,0.23913427060353848
3.169.121.33,2280,712.7364178623246,589.4884034414146,1,4.483986827389145
3.169.122.26,11,3.6739130434782608,2.3130475645599735,1,0.41444188133060467
3.169.137.16,13,4.4375,3.1017887984193897,1,0.47884706671289934
3.169.137.32,175,87.0225988700565,51.056405586742635,1,1.3887476973189021
3.169.38.14,341,147.69124423963135,107.23137723796373,1,1.7875538316807227
3.169.52.26,3,1.2727272727272727,0.616575453011388,1,0.12530274525471463
3.169.55.102,68,33.87581699346405,19.093276461410916,1,1.0408711989423003
3.169.55.47,12,4.9655172413793105,3.1566324114057402,1,0.5060443564847741
3.169.58.195,40,19.209302325581394,12.091815682104759,1,0.5446710318433814
34.107.221.82,6,1.9285714285714286,1.2226601977588347,1,0.2247189634426926
34.107.243.93,21,10.173913043478262,6.376943345147515,1,0.33010802005461803
34.120.208.123,119,53.09417040358744,32.325767701566285,1,1.3598998662247452
34.149.100.209,385,237.7617391304348,115.28748458233986,1,2.225527283428425
34.160.144.191,71,35.054794520547944,20.98132921534548,1,0.8085325569106092
34.36.137.203,34,15.921052631578947,10.365381600986623,1,0.49237540445898914
35.164.32.229,12,4.04,2.481612379079376,1,0.44071310673312836
35.73.98.40,32,15.666666666666666,9.051878696519742,1,1.3590895942267585
35.79.26.251,23,11.93,4.775468563397732,1,1.206350867011008
44.241.93.33,377,131.5983606557377,104.0918436280233,1,2.2796820813087915
52.41.196.211,10,5.157894736842105,2.539439596171541,1,0.8016926465261311
54.200.167.39,8,4.5,2.29128784747792,1,2.6553422382541494
74.125.13.10,36,15.5,9.945685831890462,1,0.46396483577595
95.216.195.133,5,3.0,1.4142135623730951,1,2.2073547897813635
98.82.157.137,23,9.34375,7.274138157713256,1,0.39440785117200017
