timestamp,global_delta_time,src_ip_delta_time,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index
1747273457.100992,0.000136,0.036460,10.129.219.246,31.13.87.1,55715,443,TCP,66,0,64,A,16.0,2047.0,508
1747273457.329239,0.228247,0.228247,10.129.219.246,31.13.87.1,62401,443,UDP,1292,1250,64,None,,,509
1747273457.329263,0.000024,0.000024,10.129.219.246,31.13.87.1,62401,443,UDP,1292,1250,64,None,,,510
1747273457.329329,0.000066,0.000066,10.129.219.246,31.13.87.1,62401,443,UDP,122,80,64,None,,,511
1747273457.337037,0.007708,0.236181,31.13.87.1,10.129.219.246,443,62401,UDP,1274,1232,54,None,,,512
1747273457.337112,0.000075,0.000075,31.13.87.1,10.129.219.246,443,62401,UDP,818,776,54,None,,,513
1747273457.337474,0.000362,0.008145,10.129.219.246,31.13.87.1,62401,443,UDP,195,153,64,None,,,514
1747273457.337551,0.000077,0.000439,31.13.87.1,10.129.219.246,443,62401,UDP,122,80,54,None,,,515
1747273457.337715,0.000164,0.000241,10.129.219.246,31.13.87.1,62401,443,UDP,1185,1143,64,None,,,516
1747273457.337751,0.000036,0.000036,10.129.219.246,31.13.87.1,62401,443,UDP,1123,1081,64,None,,,517
1747273457.341440,0.003689,0.003889,31.13.87.1,10.129.219.246,443,62401,UDP,81,39,54,None,,,518
1747273457.341581,0.000141,0.000141,31.13.87.1,10.129.219.246,443,62401,UDP,154,112,54,None,,,519
1747273457.341739,0.000158,0.000158,31.13.87.1,10.129.219.246,443,62401,UDP,314,272,54,None,,,520
1747273457.341914,0.000175,0.004163,10.129.219.246,31.13.87.1,62401,443,UDP,77,35,64,None,,,521
1747273457.342195,0.000281,0.000456,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,None,,,522
1747273457.342517,0.000322,0.000322,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,None,,,523
1747273457.366456,0.023939,0.023939,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,None,,,524
1747273457.366458,0.000002,0.000002,31.13.87.1,10.129.219.246,443,62401,UDP,66,24,54,None,,,525
1747273457.366648,0.000190,0.024734,10.129.219.246,31.13.87.1,62401,443,UDP,78,36,64,None,,,526
1747273457.485170,0.118522,0.118712,31.13.87.1,10.129.219.246,443,62401,UDP,1274,1232,54,None,,,527
1747273457.485172,0.000002,0.000002,31.13.87.1,10.129.219.246,443,62401,UDP,1274,1232,54,None,,,528
1747273457.485173,0.000001,0.000001,31.13.87.1,10.129.219.246,443,62401,UDP,218,176,54,None,,,529
1747273457.485174,0.000001,0.000001,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,None,,,530
1747273457.485429,0.000255,0.118781,10.129.219.246,31.13.87.1,62401,443,UDP,76,34,64,None,,,531
1747273457.485475,0.000046,0.000046,10.129.219.246,31.13.87.1,62401,443,UDP,80,38,64,None,,,532
1747273457.503622,0.018147,0.018448,31.13.87.1,10.129.219.246,443,62401,UDP,90,48,54,None,,,533
1747273457.638489,0.134867,0.134867,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,534
1747273457.638607,0.000118,0.153132,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,535
1747273457.639312,0.000705,0.000823,31.13.87.1,10.129.219.246,443,55718,TCP,96,30,54,PA,24.0,824.0,536
1747273457.639350,0.000038,0.000743,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,537
1747273457.639710,0.000360,0.000398,31.13.87.1,10.129.219.246,443,55643,TCP,96,30,54,PA,24.0,321.0,538
1747273457.639745,0.000035,0.000395,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,539
1747273458.601914,0.962169,0.962204,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,540
1747273458.601917,0.000003,0.000003,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,541
1747273458.601920,0.000003,0.000003,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,321.0,542
1747273458.602242,0.000322,0.962497,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,543
1747273458.602346,0.000104,0.000104,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,544
1747273458.602371,0.000025,0.000025,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,545
1747273459.421593,0.000793,0.819222,10.129.219.246,10.129.236.81,7000,49575,TCP,78,0,64,SA,18.0,65535.0,548
1747273459.432303,0.010710,0.011503,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,A,16.0,2055.0,549
1747273459.432426,0.000123,0.010833,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2055.0,551
1747273459.432574,0.000148,0.000271,10.129.236.81,10.129.219.246,49575,7000,TCP,107,41,64,PA,24.0,2055.0,552
1747273459.432634,0.000060,0.000208,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2054.0,554
1747273459.695098,0.262464,0.262464,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,556
1747273459.695423,0.000325,0.000325,10.129.219.246,31.13.87.4,55716,443,TCP,289,223,64,PA,24.0,2048.0,557
1747273459.698833,0.003410,0.003410,10.129.219.246,140.112.254.4,55822,53,UDP,75,0,64,None,,,558
1747273459.700909,0.002076,8.576132,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,559
1747273459.700912,0.000003,13.990628,140.112.254.4,10.129.219.246,53,55822,UDP,91,0,59,None,,,560
1747273459.701125,0.000213,0.000216,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,561
1747273459.702854,0.001729,0.004021,10.129.219.246,140.112.254.4,11633,53,UDP,75,0,64,None,,,562
1747273459.702942,0.000088,0.000088,10.129.219.246,140.112.254.4,62362,53,UDP,75,0,64,None,,,563
1747273459.705309,0.002367,0.004397,140.112.254.4,10.129.219.246,53,11633,UDP,91,0,59,None,,,564
1747273459.706344,0.001035,0.001035,140.112.254.4,10.129.219.246,53,62362,UDP,132,0,59,None,,,565
1747273459.707240,0.000896,0.004298,10.129.219.246,142.250.196.195,64556,443,UDP,1292,1250,64,None,,,566
1747273459.707262,0.000022,0.000022,10.129.219.246,142.250.196.195,64556,443,UDP,1292,1250,64,None,,,567
1747273459.707427,0.000165,0.000165,10.129.219.246,142.250.196.195,64556,443,UDP,122,80,64,None,,,568
1747273459.707754,0.000327,0.000327,10.129.219.246,142.250.196.195,64556,443,UDP,547,505,64,None,,,569
1747273459.712050,0.000002,0.000002,142.250.196.195,10.129.219.246,443,64556,UDP,1292,1250,58,None,,,571
1747273459.716174,0.004124,0.004124,142.250.196.195,10.129.219.246,443,64556,UDP,1292,1250,58,None,,,572
1747273459.716178,0.000004,0.000004,142.250.196.195,10.129.219.246,443,64556,UDP,346,304,58,None,,,573
1747273459.716627,0.000449,0.008873,10.129.219.246,142.250.196.195,64556,443,UDP,120,78,64,None,,,574
1747273459.716746,0.000119,0.000568,142.250.196.195,10.129.219.246,443,64556,UDP,986,944,58,None,,,575
1747273459.716750,0.000004,0.000004,142.250.196.195,10.129.219.246,443,64556,UDP,67,25,58,None,,,576
1747273459.716890,0.000140,0.000263,10.129.219.246,142.250.196.195,64556,443,UDP,73,31,64,None,,,577
1747273459.717443,0.000553,0.000693,142.250.196.195,10.129.219.246,443,64556,UDP,64,22,58,None,,,578
1747273459.721735,0.004292,0.004292,142.250.196.195,10.129.219.246,443,64556,UDP,162,120,58,None,,,579
1747273459.721890,0.000155,0.005000,10.129.219.246,142.250.196.195,64556,443,UDP,73,31,64,None,,,580
1747273459.726574,0.004684,0.004839,142.250.196.195,10.129.219.246,443,64556,UDP,570,528,58,None,,,581
1747273459.756847,0.030273,0.034957,10.129.219.246,142.250.196.195,64556,443,UDP,78,36,64,None,,,582
1747273459.758872,0.002025,0.032298,142.250.196.195,10.129.219.246,443,64556,UDP,570,528,58,None,,,583
1747273459.759124,0.000252,0.002277,10.129.219.246,142.250.196.195,64556,443,UDP,75,33,64,None,,,584
1747273459.760331,0.001207,0.001459,142.250.196.195,10.129.219.246,443,64556,UDP,67,25,58,None,,,585
1747273459.939200,0.178869,0.238075,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,586
1747273459.939494,0.000294,0.180370,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,587
1747273459.940355,0.000861,0.001155,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,588
1747273459.940403,0.000048,0.000909,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,589
1747273459.958452,0.018049,0.018097,31.13.87.4,10.129.219.246,443,55716,TCP,109,43,54,PA,24.0,2043.0,590
1747273459.958619,0.000167,0.018216,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,591
1747273459.959366,0.000747,0.000747,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,592
1747273459.963099,0.003733,0.004647,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,593
1747273461.839863,1.876764,1.880497,10.129.219.246,10.129.236.81,7000,49575,TCP,1436,1370,64,A,16.0,2054.0,597
1747273461.839893,0.000030,0.000030,10.129.219.246,10.129.236.81,7000,49575,TCP,620,554,64,PA,24.0,2054.0,598
1747273461.839897,0.000004,0.000004,10.129.219.246,10.129.236.81,7000,49575,TCP,1436,1370,64,PA,24.0,2054.0,599
1747273461.839901,0.000004,0.000004,10.129.219.246,10.129.236.81,7000,49575,TCP,1436,1370,64,A,16.0,2054.0,600
1747273461.839905,0.000004,0.000004,10.129.219.246,10.129.236.81,7000,49575,TCP,1254,1188,64,A,16.0,2054.0,601
1747273461.839910,0.000005,0.000005,10.129.219.246,10.129.236.81,7000,49575,TCP,1254,1188,64,A,16.0,2054.0,602
1747273461.839914,0.000004,0.000004,10.129.219.246,10.129.236.81,7000,49575,TCP,1254,1188,64,A,16.0,2054.0,603
1747273461.902172,0.062258,23.498217,31.13.87.53,10.129.219.246,443,55631,TCP,136,70,54,PA,24.0,468.0,604
1747273461.902349,0.000177,0.062435,10.129.219.246,31.13.87.53,55631,443,TCP,66,0,64,A,16.0,2046.0,605
1747273461.918174,0.015825,1.955075,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,606
1747273461.918178,0.000004,0.000004,31.13.87.4,10.129.219.246,443,55629,TCP,209,143,54,PA,24.0,2043.0,607
1747273461.918341,0.000163,0.015992,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2024.0,608
1747273461.919466,0.001125,0.001288,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,609
1747273461.919469,0.000003,0.000003,31.13.87.4,10.129.219.246,443,55629,TCP,1255,1189,54,PA,24.0,2043.0,610
1747273461.919471,0.000002,0.000002,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,611
1747273461.919473,0.000002,0.000002,31.13.87.4,10.129.219.246,443,55629,TCP,343,277,54,PA,24.0,2043.0,612
1747273461.919535,0.000062,0.001194,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,1982.0,613
1747273461.919624,0.000089,0.000089,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2048.0,614
1747273461.920060,0.000436,0.000436,10.129.219.246,31.13.87.4,55629,443,TCP,102,36,64,PA,24.0,2048.0,615
1747273461.923572,0.003512,0.004099,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,616
1747273462.597155,0.673583,3.164581,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,A,16.0,2024.0,617
1747273462.597161,0.000006,0.000006,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,618
1747273462.597908,0.000747,0.000747,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,619
1747273462.597910,0.000002,0.000002,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,620
1747273462.597911,0.000001,0.000001,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,621
1747273462.597912,0.000001,0.000001,10.129.236.81,10.129.219.246,49575,7000,TCP,78,0,64,A,16.0,2024.0,622
1747273462.597914,0.000002,0.000002,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,FA,17.0,2048.0,623
1747273462.597916,0.000002,0.000002,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,FA,17.0,2048.0,624
1747273462.598086,0.000170,0.678026,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2054.0,625
1747273462.598147,0.000061,0.000061,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,A,16.0,2054.0,626
1747273462.598309,0.000162,0.000162,10.129.219.246,10.129.236.81,7000,49575,TCP,66,0,64,FA,17.0,2054.0,627
1747273462.604130,0.005821,0.006214,10.129.236.81,10.129.219.246,49575,7000,TCP,66,0,64,A,16.0,2048.0,628
1747273463.673636,1.069506,1.075327,10.129.219.246,31.13.87.1,55630,443,TCP,98,32,64,PA,24.0,2048.0,629
1747273463.679744,0.006108,5.077824,31.13.87.1,10.129.219.246,443,55630,TCP,66,0,54,A,16.0,293.0,630
1747273463.792509,0.112765,0.112765,31.13.87.1,10.129.219.246,443,55630,TCP,94,28,54,PA,24.0,293.0,631
1747273463.792700,0.000191,0.119064,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,632
1747273464.847901,1.055201,1.055392,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,321.0,633
1747273464.847906,0.000005,0.000005,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,634
1747273464.847909,0.000003,0.000003,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,635
1747273464.848207,0.000298,1.055507,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,636
1747273464.848301,0.000094,0.000094,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,637
1747273464.848332,0.000031,0.000031,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,638
1747273464.856934,0.008602,0.008602,10.129.219.246,31.13.87.1,55643,443,TCP,311,245,64,PA,24.0,2048.0,639
1747273464.860212,0.003278,0.012303,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,331.0,640
1747273464.972428,0.112216,0.112216,31.13.87.1,10.129.219.246,443,55643,TCP,96,30,54,PA,24.0,331.0,641
1747273464.972610,0.000182,0.115676,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,642
1747273464.985919,0.013309,0.013491,31.13.87.1,10.129.219.246,443,55643,TCP,403,337,54,PA,24.0,331.0,643
1747273464.986042,0.000123,0.013432,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2042.0,644
1747273469.696812,4.710770,4.710770,10.129.219.246,31.13.87.1,55643,443,TCP,98,32,64,PA,24.0,2048.0,645
1747273469.697390,0.000578,0.000578,10.129.219.246,31.13.87.1,55644,443,TCP,98,32,64,PA,24.0,2048.0,646
1747273469.703666,0.006276,4.717747,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,331.0,647
1747273469.704064,0.000398,0.000398,31.13.87.1,10.129.219.246,443,55644,TCP,66,0,54,A,16.0,299.0,648
1747273469.797021,0.092957,0.092957,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,649
1747273469.797300,0.000279,0.099910,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,650
1747273469.797346,0.000046,0.000325,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,331.0,651
1747273469.797385,0.000039,0.000085,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,652
1747273469.798257,0.000872,0.000911,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,653
1747273469.798315,0.000058,0.000930,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,654
1747273469.815700,0.017385,0.017443,31.13.87.1,10.129.219.246,443,55643,TCP,94,28,54,PA,24.0,331.0,655
1747273469.815934,0.000234,0.017619,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,656
1747273469.816459,0.000525,0.000759,31.13.87.1,10.129.219.246,443,55644,TCP,94,28,54,PA,24.0,299.0,657
1747273469.816516,0.000057,0.000582,10.129.219.246,31.13.87.1,55644,443,TCP,66,0,64,A,16.0,2047.0,658
1747273470.697012,0.880496,0.880496,10.129.219.246,31.13.87.4,55716,443,TCP,95,29,64,PA,24.0,2048.0,659
1747273470.705181,0.008169,8.781609,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,660
1747273470.991294,0.286113,0.286113,31.13.87.4,10.129.219.246,443,55716,TCP,91,25,54,PA,24.0,2043.0,661
1747273470.991605,0.000311,0.294593,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,662
1747273472.698732,1.707127,1.707127,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,663
1747273472.699103,0.000371,0.000371,10.129.219.246,31.13.87.1,55718,443,TCP,98,32,64,PA,24.0,2048.0,664
1747273472.699347,0.000244,0.000244,10.129.219.246,31.13.87.1,55715,443,TCP,98,32,64,PA,24.0,2048.0,665
1747273472.704374,0.005027,2.887915,31.13.87.1,10.129.219.246,443,55715,TCP,66,0,54,A,16.0,299.0,666
1747273472.704492,0.000118,1.713198,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,667
1747273472.704807,0.000315,0.000433,31.13.87.1,10.129.219.246,443,55718,TCP,66,0,54,A,16.0,824.0,668
1747273472.723591,0.018784,0.024244,10.129.219.246,31.13.87.53,55631,443,TCP,135,69,64,PA,24.0,2048.0,669
1747273472.727410,0.003819,10.825238,31.13.87.53,10.129.219.246,443,55631,TCP,66,0,54,A,16.0,468.0,670
1747273472.817512,0.090102,0.112705,31.13.87.1,10.129.219.246,443,55715,TCP,94,28,54,PA,24.0,299.0,671
1747273472.817517,0.000005,0.000005,31.13.87.1,10.129.219.246,443,55718,TCP,94,28,54,PA,24.0,824.0,672
1747273472.817809,0.000292,0.094218,10.129.219.246,31.13.87.1,55715,443,TCP,66,0,64,A,16.0,2047.0,673
1747273472.817895,0.000086,0.000086,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,674
1747273472.840426,0.022531,0.113016,31.13.87.53,10.129.219.246,443,55631,TCP,137,71,54,PA,24.0,468.0,675
1747273472.840496,0.000070,0.022601,10.129.219.246,31.13.87.53,55631,443,TCP,66,0,64,A,16.0,2046.0,676
1747273472.944192,0.103696,0.239700,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,677
1747273472.944460,0.000268,0.103964,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,678
1747273477.593052,4.648592,4.648592,10.129.219.246,20.50.73.10,55764,443,TCP,54,0,64,A,16.0,2048.0,679
1747273477.704912,0.111860,0.111860,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,680
1747273477.704920,0.000008,0.000008,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,681
1747273477.704921,0.000001,0.000001,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,682
1747273477.704922,0.000001,0.000001,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,683
1747273477.704924,0.000002,0.000002,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,684
1747273477.704957,0.000033,0.000033,10.129.219.246,31.13.87.4,55716,443,TCP,214,148,64,PA,24.0,2048.0,685
1747273477.709118,0.004161,4.764926,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,686
1747273477.709481,0.000363,0.000363,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2040.0,687
1747273477.709636,0.000155,0.000155,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,688
1747273477.709980,0.000344,0.000344,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,689
1747273477.709983,0.000003,0.000003,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,690
1747273477.804568,0.094585,45.212772,20.50.73.10,10.129.219.246,443,55764,TCP,66,0,106,A,16.0,16386.0,691
1747273477.948034,0.143466,0.238051,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,692
1747273477.948315,0.000281,0.243358,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,693
1747273477.969020,0.020705,0.020986,31.13.87.4,10.129.219.246,443,55716,TCP,110,44,54,PA,24.0,2043.0,694
1747273477.969190,0.000170,0.020875,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,695
1747273477.969902,0.000712,0.000712,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,696
1747273477.973201,0.003299,0.004181,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,697
1747273478.799129,0.825928,0.829227,10.129.219.246,31.13.87.1,55630,443,TCP,98,32,64,PA,24.0,2048.0,698
1747273478.806431,0.007302,5.988914,31.13.87.1,10.129.219.246,443,55630,TCP,66,0,54,A,16.0,293.0,699
1747273478.919206,0.112775,0.112775,31.13.87.1,10.129.219.246,443,55630,TCP,94,28,54,PA,24.0,293.0,700
1747273478.919506,0.000300,0.120377,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,701
1747273481.768315,2.848809,2.848809,10.129.219.246,13.107.246.73,55767,443,TCP,54,0,64,A,16.0,2048.0,702
1747273481.775431,0.007116,45.007751,13.107.246.73,10.129.219.246,443,55767,TCP,66,0,54,A,16.0,83.0,703
1747273483.177039,1.401608,4.257833,31.13.87.1,10.129.219.246,443,55643,TCP,95,29,54,PA,24.0,331.0,704
1747273483.177051,0.000012,0.000012,31.13.87.1,10.129.219.246,443,55630,TCP,95,29,54,PA,24.0,293.0,705
1747273483.177054,0.000003,0.000003,31.13.87.1,10.129.219.246,443,55718,TCP,95,29,54,PA,24.0,824.0,706
1747273483.177392,0.000338,1.409077,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,707
1747273483.177495,0.000103,0.000103,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,708
1747273483.177532,0.000037,0.000037,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,709
1747273483.191078,0.013546,0.013546,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,710
1747273483.194652,0.003574,5.221451,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,711
1747273483.484475,0.289823,0.289823,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,712
1747273483.484769,0.000294,0.293691,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,713
1747273485.698841,2.214072,2.214072,10.129.219.246,31.13.87.1,55643,443,TCP,98,32,64,PA,24.0,2048.0,714
1747273485.700253,0.001412,0.001412,10.129.219.246,31.13.87.1,55644,443,TCP,98,32,64,PA,24.0,2048.0,715
1747273485.700459,0.000206,0.000206,10.129.219.246,31.13.87.4,55629,443,TCP,675,609,64,PA,24.0,2048.0,716
1747273485.702370,0.001911,2.525316,31.13.87.1,10.129.219.246,443,55643,TCP,136,70,54,PA,24.0,331.0,717
1747273485.702520,0.000150,0.002061,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2046.0,718
1747273485.702678,0.000158,0.000308,31.13.87.1,10.129.219.246,443,55718,TCP,136,70,54,PA,24.0,824.0,719
1747273485.702711,0.000033,0.000191,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2046.0,720
1747273485.704353,0.001642,0.001675,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,331.0,721
1747273485.705173,0.000820,0.000820,31.13.87.1,10.129.219.246,443,55644,TCP,66,0,54,A,16.0,299.0,722
1747273485.705336,0.000163,2.220861,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,723
1747273485.817206,0.111870,0.112033,31.13.87.1,10.129.219.246,443,55643,TCP,94,28,54,PA,24.0,331.0,724
1747273485.817372,0.000166,0.114661,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,725
1747273485.818195,0.000823,0.000989,31.13.87.1,10.129.219.246,443,55644,TCP,94,28,54,PA,24.0,299.0,726
1747273485.818253,0.000058,0.000881,10.129.219.246,31.13.87.1,55644,443,TCP,66,0,64,A,16.0,2047.0,727
1747273485.945419,0.127166,0.240083,31.13.87.4,10.129.219.246,443,55629,TCP,98,32,54,PA,24.0,2043.0,728
1747273485.945714,0.000295,0.127461,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,729
1747273485.949347,0.003633,0.003928,31.13.87.4,10.129.219.246,443,55629,TCP,109,43,54,PA,24.0,2043.0,730
1747273485.949394,0.000047,0.003680,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,731
1747273485.950100,0.000706,0.000706,10.129.219.246,31.13.87.4,55629,443,TCP,102,36,64,PA,24.0,2048.0,732
1747273485.953814,0.003714,0.004467,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,733
1747273486.010725,0.056911,0.056911,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,734
1747273486.010731,0.000006,0.000006,31.13.87.4,10.129.219.246,443,55629,TCP,209,143,54,PA,24.0,2043.0,735
1747273486.010970,0.000239,0.060870,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2024.0,736
1747273486.011274,0.000304,0.000543,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,A,16.0,2043.0,737
1747273486.011277,0.000003,0.000003,31.13.87.4,10.129.219.246,443,55629,TCP,1436,1370,54,PA,24.0,2043.0,738
1747273486.011319,0.000042,0.000349,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2005.0,739
1747273486.011412,0.000093,0.000093,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2048.0,740
1747273486.014710,0.003298,0.003433,31.13.87.4,10.129.219.246,443,55629,TCP,600,534,54,PA,24.0,2043.0,741
1747273486.014769,0.000059,0.003357,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2039.0,742
1747273486.015137,0.000368,0.000368,10.129.219.246,31.13.87.4,55629,443,TCP,102,36,64,PA,24.0,2048.0,743
1747273486.062341,0.047204,0.047631,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,744
