timestamp,src_ip,dst_ip,src_port,dst_port,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window
1747192095.63342,31.13.87.1,172.20.10.4,443.0,51549.0,524,458,54,PA,24.0,321.0
1747192095.633629,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2040.0
1747192095.635284,172.20.10.4,31.13.87.1,51549.0,443.0,100,34,64,PA,24.0,2048.0
1747192095.674347,31.13.87.1,172.20.10.4,443.0,51549.0,66,0,54,A,16.0,321.0
1747192095.786404,172.20.10.4,31.13.87.1,51549.0,443.0,336,270,64,PA,24.0,2048.0
1747192095.859176,31.13.87.1,172.20.10.4,443.0,51549.0,66,0,54,A,16.0,332.0
1747192095.895394,172.20.10.4,35.174.127.31,51524.0,443.0,54,0,64,A,16.0,2048.0
1747192095.905211,172.20.10.4,172.20.10.1,15276.0,53.0,81,0,64,,,
1747192095.905259,172.20.10.4,172.20.10.1,17067.0,53.0,81,0,64,,,
1747192095.905305,172.20.10.4,172.20.10.1,6778.0,53.0,81,0,64,,,
1747192095.983559,172.20.10.1,172.20.10.4,53.0,15276.0,109,0,64,,,
1747192095.983564,172.20.10.1,172.20.10.4,53.0,17067.0,97,0,64,,,
1747192095.983568,172.20.10.1,172.20.10.4,53.0,6778.0,162,0,64,,,
1747192095.98357,31.13.87.1,172.20.10.4,443.0,51549.0,96,30,54,PA,24.0,332.0
1747192095.983766,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2047.0
1747192096.16545,35.174.127.31,172.20.10.4,443.0,51524.0,66,0,113,A,16.0,145.0
1747192096.204939,31.13.87.1,172.20.10.4,443.0,51549.0,298,232,54,PA,24.0,332.0
1747192096.20513,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2044.0
1747192096.337514,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.337781,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7490.0
1747192096.376824,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376829,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376832,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376835,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376838,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192096.376843,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376846,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376849,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376853,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376856,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376859,17.57.145.134,172.20.10.4,5223.0,51314.0,1016,950,49,PA,24.0,805.0
1747192096.376862,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376865,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376868,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.37687,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.376873,17.57.145.134,172.20.10.4,5223.0,51314.0,271,205,49,PA,24.0,805.0
1747192096.377446,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192096.381461,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192096.467541,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.467545,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.467547,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.46755,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.467553,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.467556,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.467559,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192096.467562,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192096.467565,17.57.145.134,172.20.10.4,5223.0,51314.0,235,169,49,PA,24.0,805.0
1747192096.468098,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192096.470112,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192096.474882,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192096.568127,172.20.10.4,17.57.145.134,51314.0,5223.0,465,399,64,PA,24.0,7530.0
1747192096.581469,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192096.775911,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192096.775915,17.57.145.134,172.20.10.4,5223.0,51314.0,106,40,49,PA,24.0,805.0
1747192096.776512,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192097.686214,31.13.87.1,172.20.10.4,443.0,51549.0,936,870,54,PA,24.0,332.0
1747192097.686385,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2034.0
1747192097.688324,172.20.10.4,31.13.87.1,51549.0,443.0,100,34,64,PA,24.0,2048.0
1747192097.736035,31.13.87.1,172.20.10.4,443.0,51549.0,66,0,54,A,16.0,332.0
1747192097.741634,172.20.10.4,172.20.10.1,43519.0,53.0,91,0,64,,,
1747192097.741682,172.20.10.4,172.20.10.1,44788.0,53.0,91,0,64,,,
1747192097.741732,172.20.10.4,172.20.10.1,58375.0,53.0,91,0,64,,,
1747192097.799268,172.20.10.1,172.20.10.4,53.0,44788.0,107,0,64,,,
1747192097.79927,172.20.10.1,172.20.10.4,53.0,43519.0,119,0,64,,,
1747192097.799273,172.20.10.1,172.20.10.4,53.0,58375.0,116,0,64,,,
1747192098.466545,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.46655,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466559,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466562,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466565,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466569,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192098.466572,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466576,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466579,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466586,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466589,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466593,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192098.466596,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466598,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466601,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466605,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.466609,17.57.145.134,172.20.10.4,5223.0,51314.0,1221,1155,49,PA,24.0,805.0
1747192098.467528,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192098.471334,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192098.496439,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496444,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496446,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496449,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496453,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496458,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192098.496461,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496464,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496467,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192098.496469,17.57.145.134,172.20.10.4,5223.0,51314.0,483,417,49,PA,24.0,805.0
1747192098.49688,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192098.500102,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192098.602473,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192098.674021,172.20.10.4,140.82.113.25,51543.0,443.0,54,0,64,A,16.0,2048.0
1747192098.989828,172.20.10.4,31.13.87.1,51549.0,443.0,98,32,64,PA,24.0,2048.0
1747192099.093534,31.13.87.1,172.20.10.4,443.0,51549.0,66,0,54,A,16.0,332.0
1747192099.174675,31.13.87.1,172.20.10.4,443.0,51549.0,94,28,54,PA,24.0,332.0
1747192099.17496,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2047.0
1747192100.151583,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.151587,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.15159,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.151593,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.151595,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.151598,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192100.1516,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.151604,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.151606,17.57.145.134,172.20.10.4,5223.0,51314.0,747,681,49,PA,24.0,805.0
1747192100.15161,31.13.87.1,172.20.10.4,443.0,51549.0,121,55,54,PA,24.0,332.0
1747192100.151968,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2047.0
1747192100.152261,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.155622,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192100.174862,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.174866,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.174869,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.174873,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.174876,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.174878,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192100.174881,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.174884,17.57.145.134,172.20.10.4,5223.0,51314.0,499,433,49,PA,24.0,805.0
1747192100.175354,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.178039,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192100.189488,31.13.87.1,172.20.10.4,443.0,51549.0,183,117,54,PA,24.0,332.0
1747192100.189614,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2046.0
1747192100.235929,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235932,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235935,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235938,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.23594,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235942,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192100.235944,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235946,17.57.145.134,172.20.10.4,5223.0,51314.0,499,433,49,PA,24.0,805.0
1747192100.235949,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235951,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235953,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235955,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235957,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235959,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192100.23596,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.235962,17.57.145.134,172.20.10.4,5223.0,51314.0,499,433,49,PA,24.0,805.0
1747192100.236431,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.238731,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192100.239873,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192100.241569,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.241575,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.241576,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.241577,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.241577,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.241578,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.241608,172.20.10.4,17.57.145.134,51314.0,5223.0,1118,1052,64,PA,24.0,7530.0
1747192100.244619,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.24479,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7510.0
1747192100.25625,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.256253,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.256256,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.256259,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.256262,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,PA,24.0,805.0
1747192100.256264,17.57.145.134,172.20.10.4,5223.0,51314.0,1354,1288,49,A,16.0,805.0
1747192100.256266,17.57.145.134,172.20.10.4,5223.0,51314.0,499,433,49,PA,24.0,805.0
1747192100.257462,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.262597,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192100.288767,31.13.87.1,172.20.10.4,443.0,51549.0,109,43,54,PA,24.0,332.0
1747192100.2889,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2047.0
1747192100.30206,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.302064,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.302065,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.327879,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192100.339268,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192100.339271,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192100.34931,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.349313,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.349314,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.349316,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.349317,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.349319,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.34932,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,802.0
1747192100.349322,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,802.0
1747192100.349324,17.57.145.134,172.20.10.4,5223.0,51314.0,106,40,49,PA,24.0,802.0
1747192100.349974,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.349979,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.349981,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.349981,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.349983,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.349984,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350052,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350057,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350059,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.35006,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350062,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350062,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.35008,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350081,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.350093,172.20.10.4,17.57.145.134,51314.0,5223.0,464,398,64,A,16.0,7530.0
1747192100.39827,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192100.398465,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.398469,172.20.10.4,17.57.145.134,51314.0,5223.0,1464,1398,64,A,16.0,7530.0
1747192100.398492,172.20.10.4,17.57.145.134,51314.0,5223.0,914,848,64,PA,24.0,7530.0
1747192100.4555,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.455504,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.455506,17.57.145.134,172.20.10.4,5223.0,51314.0,106,40,49,PA,24.0,800.0
1747192100.455508,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.45551,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.455511,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.456134,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.496398,17.57.145.134,172.20.10.4,5223.0,51314.0,106,40,49,PA,24.0,800.0
1747192100.496402,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,800.0
1747192100.496405,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192100.496855,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.538732,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192100.538735,17.57.145.134,172.20.10.4,5223.0,51314.0,106,40,49,PA,24.0,805.0
1747192100.539131,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192100.876377,31.13.87.1,172.20.10.4,443.0,51549.0,276,210,54,PA,24.0,332.0
1747192100.876581,172.20.10.4,31.13.87.1,51549.0,443.0,66,0,64,A,16.0,2044.0
1747192101.897517,17.57.145.134,172.20.10.4,5223.0,51314.0,145,79,49,PA,24.0,805.0
1747192101.897522,17.57.145.134,172.20.10.4,5223.0,51314.0,1005,939,49,PA,24.0,805.0
1747192101.897525,17.57.145.134,172.20.10.4,5223.0,51314.0,145,79,49,PA,24.0,805.0
1747192101.897528,17.57.145.134,172.20.10.4,5223.0,51314.0,145,79,49,PA,24.0,805.0
1747192101.89753,17.57.145.134,172.20.10.4,5223.0,51314.0,145,79,49,PA,24.0,805.0
1747192101.898013,172.20.10.4,17.57.145.134,51314.0,5223.0,66,0,64,A,16.0,7530.0
1747192101.902454,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192101.904177,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192101.905985,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192101.9075,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192101.909021,172.20.10.4,17.57.145.134,51314.0,5223.0,98,32,64,PA,24.0,7530.0
1747192101.926154,172.20.10.4,17.57.145.134,51314.0,5223.0,519,453,64,PA,24.0,7530.0
1747192101.992476,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
1747192102.001149,17.57.145.134,172.20.10.4,5223.0,51314.0,66,0,49,A,16.0,805.0
